Index,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
381,Denison, TX,#redpill,Sun Jun 21 11:36:49 +0000 2020,33.7672,-96.5807,#3cb44b,329.0,24380.0,1
384,Indiana, USA,AllLivesMatter,Sun Jun 21 12:13:14 +0000 2020,39.980345575221236,-86.28141401179941,#ffe119,507.0575221238938,9087.176991150442,1
385,Georgia, USA,AllLivesMatter,Sun Jun 21 12:12:54 +0000 2020,32.96564403225806,-83.57147564516129,#ffe119,315.7548387096774,17340.274193548386,1
388,Chicago, IL,AllLivesMatter,Sun Jun 21 12:11:27 +0000 2020,41.8373,-87.6862,#ffe119,4612.0,8675982.0,1
389,Michigan, USA,AllLivesMatter,Sun Jun 21 12:10:56 +0000 2020,43.47372115942029,-84.86635913043477,#ffe119,503.21159420289854,15115.937681159421,1
393,Atlanta, GA,AllLivesMatter,Sun Jun 21 12:09:30 +0000 2020,33.7627,-84.4225,#ffe119,1384.0,5228750.0,1
395,West Virginia, USA,AllLivesMatter,Sun Jun 21 12:09:07 +0000 2020,38.60089108910891,-80.84658366336635,#ffe119,363.8737623762376,3405.658415841584,1
397,Texas, USA,AllLivesMatter,Sun Jun 21 12:08:05 +0000 2020,30.65436949941793,-97.80444208381839,#ffe119,467.07974388824215,19220.278230500582,2
398,Texas, USA,AllLivesMatter,Sun Jun 21 12:08:05 +0000 2020,30.65436949941793,-97.80444208381839,#ffe119,467.07974388824215,19220.278230500582,2
399,Owings, MD,AllLivesMatter,Sun Jun 21 12:07:46 +0000 2020,38.7117,-76.6055,#ffe119,258.0,2634.0,1
400,Cleveland, OH,AllLivesMatter,Sun Jun 21 12:06:39 +0000 2020,41.4767,-81.6805,#ffe119,1915.0,1730363.0,1
406,Madison, NJ,#COVID19,Sun Jun 21 12:13:56 +0000 2020,40.7586,-74.417,#4363d8,1435.0,16033.0,1
407,Kings Mountain, NC,#COVID19,Sun Jun 21 12:13:55 +0000 2020,35.2348,-81.3501,#4363d8,310.0,10791.0,1
415,New York, USA,#COVID19,Sun Jun 21 12:13:49 +0000 2020,42.11192215013902,-75.02628554216868,#4363d8,970.2613531047266,35076.80815569972,1
420,San Francisco, CA,#COVID19,Sun Jun 21 12:13:45 +0000 2020,37.7562,-122.443,#4363d8,7286.0,3603761.0,1
424,Houston, TX,#COVID19,Sun Jun 21 12:13:43 +0000 2020,29.7869,-95.3905,#4363d8,1401.0,5446468.0,1
427,Worcester, MA,#COVID19,Sun Jun 21 12:13:38 +0000 2020,42.2705,-71.8079,#4363d8,1918.0,498997.0,1
431,Cedar Park, TX,#masculinity,Sun Jun 21 12:12:12 +0000 2020,30.5105,-97.8197,#f58231,1153.0,75704.0,1
458,New York, USA,#masculinity,Sun Jun 21 03:04:50 +0000 2020,42.11192215013902,-75.02628554216868,#f58231,970.2613531047266,35076.80815569972,2
459,Austin, TX,#masculinity,Sun Jun 21 01:00:52 +0000 2020,30.3006,-97.7517,#f58231,1144.0,1638716.0,1
460,Pennsylvania, USA,#masculinity,Sat Jun 20 22:01:57 +0000 2020,40.62121128472223,-77.63372887731481,#f58231,782.3564814814815,9051.620949074075,1
464,New York, USA,#masculinity,Sat Jun 20 17:36:57 +0000 2020,42.11192215013902,-75.02628554216868,#f58231,970.2613531047266,35076.80815569972,2
465,New Orleans, LA,#masculinity,Sat Jun 20 17:30:00 +0000 2020,30.0687,-89.9288,#f58231,896.0,1029123.0,1
467,Chicago, IL,#masculinity,Sat Jun 20 13:50:56 +0000 2020,41.8373,-87.6862,#f58231,4612.0,8675982.0,1
468,San Diego, California,#masculinity,Sat Jun 20 13:32:41 +0000 2020,32.8312,-117.1225,#f58231,1683.0,3210314.0,1
469,Manhattan, NY,#masculinity,Sat Jun 20 13:27:38 +0000 2020,40.7834,-73.9662,#f58231,27799.0,1643734.0,1
470,Lafayette, CO,#Republican,Sun Jun 21 12:11:53 +0000 2020,39.9949,-105.0997,#911eb4,1160.0,91985.0,1
471,Texas, USA,#Republican,Sun Jun 21 12:09:04 +0000 2020,30.65436949941793,-97.80444208381839,#911eb4,467.07974388824215,19220.278230500582,1
473,Acworth, Georgia,#Republican,Sun Jun 21 12:05:55 +0000 2020,34.0565,-84.6709,#911eb4,989.0,22698.0,1
474,Indiana, USA,#Republican,Sun Jun 21 11:58:43 +0000 2020,39.980345575221236,-86.28141401179941,#911eb4,507.0575221238938,9087.176991150442,1
476,Florida, USA,#Republican,Sun Jun 21 11:40:15 +0000 2020,28.1400878021978,-82.12263065934067,#911eb4,927.0826373626373,33241.92747252747,1
477,Asheville, NC,#Republican,Sun Jun 21 11:35:34 +0000 2020,35.5704,-82.5537,#911eb4,778.0,309250.0,1
479,Windber, PA,#Republican,Sun Jun 21 11:31:01 +0000 2020,40.2355,-78.8247,#911eb4,761.0,3902.0,1
480,Yonkers, NY,#Republican,Sun Jun 21 11:25:41 +0000 2020,40.9466,-73.8674,#911eb4,4330.0,202019.0,1
482,Manhattan, NY,#Republican,Sun Jun 21 11:25:00 +0000 2020,40.7834,-73.9662,#911eb4,27799.0,1643734.0,1
484,South Carolina, USA,#Republican,Sun Jun 21 11:09:21 +0000 2020,34.02741446700507,-81.11013807106599,#911eb4,310.6446700507614,11497.964467005077,1
485,Philadelphia, MS,#Republican,Sun Jun 21 10:51:19 +0000 2020,32.7761,-89.1221,#911eb4,229.0,7545.0,1
487,New York, NY,#Republican,Sun Jun 21 10:35:46 +0000 2020,40.6943,-73.9249,#911eb4,11083.0,19354922.0,1
488,Birmingham, AL,#Republican,Sun Jun 21 10:29:06 +0000 2020,33.5277,-86.7987,#911eb4,556.0,744189.0,1
489,Massachusetts, USA,#Republican,Sun Jun 21 10:28:56 +0000 2020,42.08924751773049,-71.18091205673758,#911eb4,1008.886524822695,63636.99290780142,1
490,Provo, Utah,#Republican,Sun Jun 21 10:22:58 +0000 2020,40.2457,-111.6457,#911eb4,1087.0,503695.0,1
493,Ohio, USA,#Republican,Sun Jun 21 09:47:03 +0000 2020,40.35181636212625,-82.80448712624585,#911eb4,549.1569767441861,11432.45265780731,1
494,Chicago, IL,#Republican,Sun Jun 21 09:41:42 +0000 2020,41.8373,-87.6862,#911eb4,4612.0,8675982.0,1
497,New Jersey, USA 🇺🇸,#Democrat,Wed Jun 17 19:16:24 +0000 2020,40.32016673040153,-74.52402217973231,#42d4f4,1469.2390057361376,10892.99808795411,2
498,Ohio, USA,#Democrat,Sun Jun 21 12:12:37 +0000 2020,40.35181636212625,-82.80448712624585,#42d4f4,549.1569767441861,11432.45265780731,1
500,New York, NY USA,#Democrat,Sun Jun 21 12:08:48 +0000 2020,42.11192215013902,-75.02628554216868,#42d4f4,970.2613531047266,35076.80815569972,1
502,North Carolina, USA,#Democrat,Sun Jun 21 12:05:15 +0000 2020,35.439809510869566,-79.32081358695652,#42d4f4,296.32065217391306,12504.385869565218,2
503,Cape Girardeau, MO,#Democrat,Sun Jun 21 12:04:00 +0000 2020,37.3108,-89.5596,#42d4f4,521.0,54588.0,1
504,Maryland, USA,#Democrat,Sun Jun 21 12:03:27 +0000 2020,39.096691245136185,-76.99463501945526,#42d4f4,843.964980544747,13387.101167315175,1
505,Paradise, NV,#Democrat,Sun Jun 21 12:03:04 +0000 2020,36.0807,-115.1369,#42d4f4,1915.0,231858.0,1
506,Fountain Hills, Arizona,#Democrat,Sun Jun 21 12:01:57 +0000 2020,33.6073,-111.7398,#42d4f4,468.0,24583.0,1
508,South Carolina, USA,#Democrat,Sun Jun 21 11:59:11 +0000 2020,34.02741446700507,-81.11013807106599,#42d4f4,310.6446700507614,11497.964467005077,1
509,New Jersey, USA,#Democrat,Sun Jun 21 11:58:06 +0000 2020,40.32016673040153,-74.52402217973231,#42d4f4,1469.2390057361376,10892.99808795411,2
510,Michigan, USA,#Democrat,Sun Jun 21 11:55:05 +0000 2020,43.47372115942029,-84.86635913043477,#42d4f4,503.21159420289854,15115.937681159421,1
511,Texas, USA #BackTheBlue,#Democrat,Sun Jun 21 11:54:54 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,2
512,Nebraska, USA,#Democrat,Sun Jun 21 11:53:04 +0000 2020,41.21501586206897,-98.35381551724139,#42d4f4,349.52758620689656,3250.1224137931035,1
513,North Carolina, USA,#Democrat,Sun Jun 21 11:51:15 +0000 2020,35.439809510869566,-79.32081358695652,#42d4f4,296.32065217391306,12504.385869565218,2
517,Bradford, PA,#Democrat,Sun Jun 21 11:37:34 +0000 2020,41.9604,-78.6413,#42d4f4,957.0,11442.0,1
518,Pennsylvania, USA,#Democrat,Sun Jun 21 11:37:03 +0000 2020,40.62121128472223,-77.63372887731481,#42d4f4,782.3564814814815,9051.620949074075,1
519,Los Angeles, CA,#Democrat,Sun Jun 21 11:35:27 +0000 2020,34.1139,-118.4068,#42d4f4,3295.0,12815475.0,1
521,Middletown, NY,#Democrat,Sun Jun 21 11:33:10 +0000 2020,41.4458,-74.4228,#42d4f4,2121.0,57973.0,1
522,Illinois, USA,#Democrat,Sun Jun 21 11:31:24 +0000 2020,40.335685557184746,-89.03020461876832,#42d4f4,554.2741935483871,13391.538856304986,1
523,Atlanta, GA,#Democrat,Sun Jun 21 11:29:49 +0000 2020,33.7627,-84.4225,#42d4f4,1384.0,5228750.0,1
524,Columbus, OH,#Democrat,Sun Jun 21 11:22:29 +0000 2020,39.986,-82.9851,#42d4f4,1551.0,1528314.0,1
525,Kentucky, USAhttps:,#Democrat,Sun Jun 21 11:21:41 +0000 2020,37.77555102420857,-85.40921098696461,#42d4f4,543.3631284916202,6122.7597765363125,1
526,Ormond Beach, FL,#Democrat,Sun Jun 21 11:14:52 +0000 2020,29.296,-81.1003,#42d4f4,499.0,42816.0,1
527,Fort Lauderdale, FL,#Democrat,Sun Jun 21 11:14:30 +0000 2020,26.1412,-80.1464,#42d4f4,2010.0,180072.0,1
528,Texas, USA,#Democrat,Sun Jun 21 11:09:20 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,2
529,Washington, DC,#TulsaTrumpRally,Sun Jun 21 02:22:12 +0000 2020,38.9047,-77.0163,#f032e6,4382.0,5289420.0,1
530,North Carolina, USA,#TulsaTrumpRally,Sun Jun 21 12:14:00 +0000 2020,35.439809510869566,-79.32081358695652,#f032e6,296.32065217391306,12504.385869565218,1
531,Texas, USA,#TulsaTrumpRally,Sun Jun 21 12:14:00 +0000 2020,30.65436949941793,-97.80444208381839,#f032e6,467.07974388824215,19220.278230500582,2
532,Rehoboth Beach, Delaware,#TulsaTrumpRally,Sun Jun 21 12:13:58 +0000 2020,38.7168,-75.0843,#f032e6,491.0,1496.0,1
533,Boston, MA,#TulsaTrumpRally,Sun Jun 21 12:13:57 +0000 2020,42.3188,-71.0846,#f032e6,5472.0,4637537.0,1
534,Kentucky, USA,#TulsaTrumpRally,Sun Jun 21 12:13:54 +0000 2020,37.77555102420857,-85.40921098696461,#f032e6,543.3631284916202,6122.7597765363125,1
535,Wisconsin, USA,#TulsaTrumpRally,Sun Jun 21 12:13:53 +0000 2020,44.158926070038916,-89.66840869001297,#f032e6,323.35927367055774,7699.124513618677,2
536,Massachusetts, USA,#TulsaTrumpRally,Sun Jun 21 12:13:51 +0000 2020,42.08924751773049,-71.18091205673758,#f032e6,1008.886524822695,63636.99290780142,1
539,Chicago, IL,#TulsaTrumpRally,Sun Jun 21 12:13:49 +0000 2020,41.8373,-87.6862,#f032e6,4612.0,8675982.0,1
540,Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:47 +0000 2020,40.35181636212625,-82.80448712624585,#f032e6,549.1569767441861,11432.45265780731,3
541,New York, USA,#TulsaTrumpRally,Sun Jun 21 12:13:46 +0000 2020,42.11192215013902,-75.02628554216868,#f032e6,970.2613531047266,35076.80815569972,2
542,Alabama, USA,#TulsaTrumpRally,Sun Jun 21 12:13:45 +0000 2020,32.94153133561644,-86.74674229452056,#f032e6,145.04965753424656,7362.020547945205,1
543,Wisconsin, USA,#TulsaTrumpRally,Sun Jun 21 12:13:44 +0000 2020,44.158926070038916,-89.66840869001297,#f032e6,323.35927367055774,7699.124513618677,2
544,Iowa, USA,#TulsaTrumpRally,Sun Jun 21 12:13:43 +0000 2020,42.05805302879841,-93.38755978152929,#f032e6,286.4915590863952,3145.91956305859,2
546,Pleasanton, CA,#TulsaTrumpRally,Sun Jun 21 12:13:40 +0000 2020,37.6663,-121.8805,#f032e6,1327.0,83007.0,1
547,Charlottesville, VA,#TulsaTrumpRally,Sun Jun 21 12:13:39 +0000 2020,38.0375,-78.4855,#f032e6,1809.0,102016.0,1
548,Houston, TX,#TulsaTrumpRally,Sun Jun 21 12:13:38 +0000 2020,29.7869,-95.3905,#f032e6,1401.0,5446468.0,1
549,Hart, MI,#TulsaTrumpRally,Sun Jun 21 12:13:37 +0000 2020,43.6972,-86.3639,#f032e6,579.0,2529.0,1
552,Pennsylvania, USA,#TulsaTrumpRally,Sun Jun 21 12:13:34 +0000 2020,40.62121128472223,-77.63372887731481,#f032e6,782.3564814814815,9051.620949074075,1
554,Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:33 +0000 2020,40.35181636212625,-82.80448712624585,#f032e6,549.1569767441861,11432.45265780731,3
555,Ohio, USA,#TulsaTrumpRally,Sun Jun 21 12:13:32 +0000 2020,40.35181636212625,-82.80448712624585,#f032e6,549.1569767441861,11432.45265780731,3
558,Texas, USA,#TulsaTrumpRally,Sun Jun 21 12:13:30 +0000 2020,30.65436949941793,-97.80444208381839,#f032e6,467.07974388824215,19220.278230500582,2
559,Warner Robins, Georgia,#TulsaTrumpRally,Sun Jun 21 12:13:30 +0000 2020,32.5975,-83.6526,#f032e6,792.0,149617.0,1
560,Iowa, USA,#TulsaTrumpRally,Sun Jun 21 12:13:29 +0000 2020,42.05805302879841,-93.38755978152929,#f032e6,286.4915590863952,3145.91956305859,2
564,New York, NY,#TulsaTrumpRally,Sun Jun 21 12:13:28 +0000 2020,40.6943,-73.9249,#f032e6,11083.0,19354922.0,2
569,Dallas, TX,#policereforms,Fri Jun 19 19:06:43 +0000 2020,32.7936,-96.7662,#bfef45,1524.0,5733259.0,1
570,Texas, USA,#policereforms,Fri Jun 19 19:00:46 +0000 2020,30.65436949941793,-97.80444208381839,#bfef45,467.07974388824215,19220.278230500582,2
571,Virginia, USA,#policereforms,Fri Jun 19 17:38:43 +0000 2020,37.7647656996587,-78.37606126279863,#bfef45,544.5238907849829,13988.131399317406,1
572,Fate, TX,#policereforms,Fri Jun 19 15:32:29 +0000 2020,32.9432,-96.3863,#bfef45,400.0,12090.0,1
573,Salisbury, MD,#policereforms,Fri Jun 19 15:17:35 +0000 2020,38.3755,-75.5867,#bfef45,924.0,106034.0,1
574,Houston, TX,#policereforms,Fri Jun 19 15:06:58 +0000 2020,29.7869,-95.3905,#bfef45,1401.0,5446468.0,1
576,Atlanta, GA,#policereforms,Fri Jun 19 13:07:04 +0000 2020,33.7627,-84.4225,#bfef45,1384.0,5228750.0,1
578,Brooklyn, NY,#policereforms,Thu Jun 18 19:19:39 +0000 2020,40.6501,-73.9496,#bfef45,14606.0,2629150.0,1
579,New York, NY,#policereforms,Thu Jun 18 18:48:12 +0000 2020,40.6943,-73.9249,#bfef45,11083.0,19354922.0,2
580,Portland, OR,#policereforms,Thu Jun 18 16:35:20 +0000 2020,45.5371,-122.65,#bfef45,1874.0,2052796.0,1
581,New York, NY,#policereforms,Thu Jun 18 15:46:19 +0000 2020,40.6943,-73.9249,#bfef45,11083.0,19354922.0,2
582,Austin, Texas,#policereforms,Thu Jun 18 15:11:03 +0000 2020,30.3006,-97.7517,#bfef45,1144.0,1638716.0,1
586,DC, NJ,#policereforms,Thu Jun 18 13:24:01 +0000 2020,38.9047,-77.0163,#bfef45,4382.0,5289420.0,1
588,Kentucky, USA,#policereforms,Thu Jun 18 12:37:41 +0000 2020,37.77555102420857,-85.40921098696461,#bfef45,543.3631284916202,6122.7597765363125,1
589,Auburn, AL,#policereforms,Thu Jun 18 12:18:03 +0000 2020,32.6087,-85.4899,#bfef45,410.0,89577.0,1
590,New Jersey, USA,#policereforms,Thu Jun 18 10:35:01 +0000 2020,40.32016673040153,-74.52402217973231,#bfef45,1469.2390057361376,10892.99808795411,1
592,Salem, OR,#policereforms,Thu Jun 18 08:37:20 +0000 2020,44.9232,-123.0245,#bfef45,1347.0,259816.0,1
593,Texas, USA,#policereforms,Thu Jun 18 07:52:46 +0000 2020,30.65436949941793,-97.80444208381839,#bfef45,467.07974388824215,19220.278230500582,2
595,Massachusetts, USA,#policereforms,Thu Jun 18 06:24:58 +0000 2020,42.08924751773049,-71.18091205673758,#bfef45,1008.886524822695,63636.99290780142,1
596,Alabama, USA,#policereforms,Thu Jun 18 05:47:54 +0000 2020,32.94153133561644,-86.74674229452056,#bfef45,145.04965753424656,7362.020547945205,1
597,Florida, USA,#policereforms,Thu Jun 18 05:26:56 +0000 2020,28.1400878021978,-82.12263065934067,#bfef45,927.0826373626373,33241.92747252747,1
598,Michigan, USA,#policereforms,Thu Jun 18 04:42:37 +0000 2020,43.47372115942029,-84.86635913043477,#bfef45,503.21159420289854,15115.937681159421,1
599,Maryland, USA,#policereforms,Thu Jun 18 04:40:16 +0000 2020,39.096691245136185,-76.99463501945526,#bfef45,843.964980544747,13387.101167315175,1
600,Milwaukee, WI,#blackconservative,Sun Jun 21 05:52:54 +0000 2020,43.0642,-87.9673,#fabed4,2389.0,1377808.0,1
601,Orlando, FL,#blackconservative,Sun Jun 21 04:03:43 +0000 2020,28.4772,-81.3369,#fabed4,982.0,1776841.0,1
602,Texas, USA,#blackconservative,Sun Jun 21 03:57:57 +0000 2020,30.65436949941793,-97.80444208381839,#fabed4,467.07974388824215,19220.278230500582,5
603,Los Angeles, CA ,#blackconservative,Sun Jun 21 00:44:14 +0000 2020,34.1139,-118.4068,#fabed4,3295.0,12815475.0,2
604,Texas, USA ,#blackconservative,Sun Jun 21 00:32:56 +0000 2020,30.65436949941793,-97.80444208381839,#fabed4,467.07974388824215,19220.278230500582,5
605,Texas, USA,#blackconservative,Sat Jun 20 20:54:44 +0000 2020,30.65436949941793,-97.80444208381839,#fabed4,467.07974388824215,19220.278230500582,5
606,Pittsburgh, PA,#blackconservative,Sat Jun 20 19:26:19 +0000 2020,40.4396,-79.9763,#fabed4,2108.0,1715297.0,1
607,Oklahoma City, OK,#blackconservative,Sat Jun 20 15:39:06 +0000 2020,35.4676,-97.5137,#fabed4,409.0,955998.0,1
608,Texas, USA,#blackconservative,Sat Jun 20 13:06:19 +0000 2020,30.65436949941793,-97.80444208381839,#fabed4,467.07974388824215,19220.278230500582,5
609,North Carolina, USA,#blackconservative,Sat Jun 20 09:48:44 +0000 2020,35.439809510869566,-79.32081358695652,#fabed4,296.32065217391306,12504.385869565218,1
610,Texas, USA,#blackconservative,Sat Jun 20 06:01:55 +0000 2020,30.65436949941793,-97.80444208381839,#fabed4,467.07974388824215,19220.278230500582,5
612,Los Angeles, CA,#blackconservative,Sat Jun 20 04:57:48 +0000 2020,34.1139,-118.4068,#fabed4,3295.0,12815475.0,2
613,Kentucky, USA,#blackconservative,Sat Jun 20 04:10:25 +0000 2020,37.77555102420857,-85.40921098696461,#fabed4,543.3631284916202,6122.7597765363125,1
614,Florida, USA,#blackconservative,Sat Jun 20 03:58:26 +0000 2020,28.1400878021978,-82.12263065934067,#fabed4,927.0826373626373,33241.92747252747,1
615,Glendale, Arizona,#blackconservative,Sat Jun 20 03:53:42 +0000 2020,33.5797,-112.2258,#fabed4,1601.0,246709.0,1
616,Leland, NC,#blackconservative,Sat Jun 20 03:32:31 +0000 2020,34.204,-78.028,#fabed4,392.0,19976.0,1
617,Dagsboro, DE,#blackconservative,Sat Jun 20 03:21:57 +0000 2020,38.5466,-75.2467,#fabed4,251.0,886.0,1
619,Tennessee, USA,#blackconservative,Sat Jun 20 01:14:51 +0000 2020,35.82854061032864,-86.25442746478873,#fabed4,230.86150234741785,14237.330985915492,1
620,Ohio, USA,#blackconservative,Sat Jun 20 00:34:13 +0000 2020,40.35181636212625,-82.80448712624585,#fabed4,549.1569767441861,11432.45265780731,1
621,Fort Lauderdale, FL,#blackconservative,Sat Jun 20 00:11:14 +0000 2020,26.1412,-80.1464,#fabed4,2010.0,180072.0,1
622,New Jersey, USA,#blackconservative,Sat Jun 20 00:06:59 +0000 2020,40.32016673040153,-74.52402217973231,#fabed4,1469.2390057361376,10892.99808795411,1
623,Mississippi, USA,#blackconservative,Fri Jun 19 23:53:12 +0000 2020,32.897958448753464,-89.6104265927978,#fabed4,238.14681440443212,5752.02216066482,1
624,California, USA,#blackconservative,Fri Jun 19 20:41:11 +0000 2020,36.924938936877076,-120.18747089700997,#fabed4,956.9958139534883,39607.22724252492,1
625,Indiana, USA,#blackconservative,Fri Jun 19 19:36:35 +0000 2020,39.980345575221236,-86.28141401179941,#fabed4,507.0575221238938,9087.176991150442,1
627,Washington, DC,#blackconservative,Fri Jun 19 19:28:33 +0000 2020,38.9047,-77.0163,#fabed4,4382.0,5289420.0,1
628,Midland, TX,#blackconservative,Fri Jun 19 19:25:51 +0000 2020,32.0249,-102.1137,#fabed4,706.0,144247.0,1
630,Portland, Oregon ,#blackconservative,Fri Jun 19 17:47:25 +0000 2020,45.5371,-122.65,#fabed4,1874.0,2052796.0,1
631,New Jersey, USA,#AbortionIsMurder,Sun Jun 21 12:02:14 +0000 2020,40.32016673040153,-74.52402217973231,#469990,1469.2390057361376,10892.99808795411,2
633,Georgia, USA,#AbortionIsMurder,Sun Jun 21 11:18:59 +0000 2020,32.96564403225806,-83.57147564516129,#469990,315.7548387096774,17340.274193548386,1
634,New York, NY,#AbortionIsMurder,Sun Jun 21 11:17:39 +0000 2020,40.6943,-73.9249,#469990,11083.0,19354922.0,2
635,Ohio, USA,#AbortionIsMurder,Sun Jun 21 11:17:02 +0000 2020,40.35181636212625,-82.80448712624585,#469990,549.1569767441861,11432.45265780731,1
639,California, USA,#AbortionIsMurder,Sun Jun 21 09:58:24 +0000 2020,36.924938936877076,-120.18747089700997,#469990,956.9958139534883,39607.22724252492,1
640,Florida, USA,#AbortionIsMurder,Sun Jun 21 09:18:19 +0000 2020,28.1400878021978,-82.12263065934067,#469990,927.0826373626373,33241.92747252747,1
643,Pittsburgh, PA,#AbortionIsMurder,Sun Jun 21 08:26:47 +0000 2020,40.4396,-79.9763,#469990,2108.0,1715297.0,1
644,Rhode Island, USA,#AbortionIsMurder,Sun Jun 21 08:12:31 +0000 2020,41.66150625,-71.572346875,#469990,928.21875,51659.46875,1
645,Portland, ME,#AbortionIsMurder,Sun Jun 21 07:34:15 +0000 2020,43.6773,-70.2715,#469990,1197.0,206023.0,1
646,Branson, Missouri,#AbortionIsMurder,Sun Jun 21 07:31:44 +0000 2020,36.651,-93.2634,#469990,209.0,24682.0,1
649,San Diego, CA,#AbortionIsMurder,Sun Jun 21 06:42:17 +0000 2020,32.8312,-117.1225,#469990,1683.0,3210314.0,1
650,New Jersey, USA,#AbortionIsMurder,Sun Jun 21 06:33:52 +0000 2020,40.32016673040153,-74.52402217973231,#469990,1469.2390057361376,10892.99808795411,2
653,Nevada, USA,#AbortionIsMurder,Sun Jun 21 05:07:18 +0000 2020,38.783906106870226,-117.30850076335878,#469990,249.95419847328245,33847.93893129771,2
654,Oregon, USA,#AbortionIsMurder,Sun Jun 21 04:49:12 +0000 2020,44.56224297082228,-122.01842334217507,#469990,621.6392572944297,13825.602122015915,1
655,Nevada, USA,#AbortionIsMurder,Sun Jun 21 04:38:18 +0000 2020,38.783906106870226,-117.30850076335878,#469990,249.95419847328245,33847.93893129771,2
656,Virginia, USA,#AbortionIsMurder,Sun Jun 21 03:45:02 +0000 2020,37.7647656996587,-78.37606126279863,#469990,544.5238907849829,13988.131399317406,1
658,New York, USA,#AbortionIsMurder,Sun Jun 21 03:35:15 +0000 2020,42.11192215013902,-75.02628554216868,#469990,970.2613531047266,35076.80815569972,2
659,Palm Springs, CA,#AbortionIsMurder,Sun Jun 21 03:35:02 +0000 2020,33.8017,-116.5382,#469990,197.0,48142.0,1
662,Los Angeles, CA,#DreamersAreAmericans,Sat Jun 20 17:37:11 +0000 2020,34.1139,-118.4068,#dcbeff,3295.0,12815475.0,3
663,Boston, MA,#DreamersAreAmericans,Sat Jun 20 13:57:24 +0000 2020,42.3188,-71.0846,#dcbeff,5472.0,4637537.0,1
664,Florida, USA,#DreamersAreAmericans,Sat Jun 20 10:52:52 +0000 2020,28.1400878021978,-82.12263065934067,#dcbeff,927.0826373626373,33241.92747252747,1
665,Reno, NV,#DreamersAreAmericans,Sat Jun 20 08:31:20 +0000 2020,39.5497,-119.8483,#dcbeff,884.0,433271.0,1
666,San Antonio, TX,#DreamersAreAmericans,Sat Jun 20 07:52:16 +0000 2020,29.4658,-98.5254,#dcbeff,1204.0,2002530.0,1
668,Salt Lake City, UT,#DreamersAreAmericans,Sat Jun 20 05:11:42 +0000 2020,40.7774,-111.93,#dcbeff,696.0,1098400.0,1
669,Greeley, Colorado,#DreamersAreAmericans,Sat Jun 20 05:08:39 +0000 2020,40.4151,-104.7705,#dcbeff,833.0,133750.0,1
670,Dalton, Georgia,#DreamersAreAmericans,Sat Jun 20 04:54:44 +0000 2020,34.7691,-84.9712,#dcbeff,634.0,86841.0,1
671,West Hollywood, CA,#DreamersAreAmericans,Sat Jun 20 01:56:55 +0000 2020,34.0883,-118.3719,#dcbeff,7584.0,37080.0,1
672,Nevada, USA,#DreamersAreAmericans,Sat Jun 20 01:04:25 +0000 2020,38.783906106870226,-117.30850076335878,#dcbeff,249.95419847328245,33847.93893129771,1
674,Cambridge, MA,#DreamersAreAmericans,Fri Jun 19 23:56:14 +0000 2020,42.3759,-71.1185,#dcbeff,6862.0,113630.0,1
675,Connecticut, USA,#DreamersAreAmericans,Fri Jun 19 23:05:06 +0000 2020,41.55448839285714,-72.6807919642857,#dcbeff,749.8392857142857,36364.169642857145,2
676,Minneapolis, MN,#DreamersAreAmericans,Fri Jun 19 23:02:46 +0000 2020,44.9635,-93.2678,#dcbeff,3019.0,2926757.0,1
677,Michigan, USA,#DreamersAreAmericans,Fri Jun 19 22:55:57 +0000 2020,43.47372115942029,-84.86635913043477,#dcbeff,503.21159420289854,15115.937681159421,1
678,Chicago, IL,#DreamersAreAmericans,Fri Jun 19 22:43:13 +0000 2020,41.8373,-87.6862,#dcbeff,4612.0,8675982.0,1
679,Los Angeles, CA,#DreamersAreAmericans,Fri Jun 19 22:40:57 +0000 2020,34.1139,-118.4068,#dcbeff,3295.0,12815475.0,3
681,Connecticut, USA,#DreamersAreAmericans,Fri Jun 19 22:35:37 +0000 2020,41.55448839285714,-72.6807919642857,#dcbeff,749.8392857142857,36364.169642857145,2
682,California, USA 🇵🇷🇲🇽,#DreamersAreAmericans,Fri Jun 19 21:50:24 +0000 2020,36.924938936877076,-120.18747089700997,#dcbeff,956.9958139534883,39607.22724252492,1
683,Long Beach, CA,#DreamersAreAmericans,Fri Jun 19 20:52:29 +0000 2020,33.798,-118.1675,#dcbeff,3575.0,469450.0,2
684,Metairie, LA,#DreamersAreAmericans,Fri Jun 19 20:40:39 +0000 2020,29.9976,-90.1781,#dcbeff,2407.0,144822.0,1
686,Grapevine, Texas,#DreamersAreAmericans,Fri Jun 19 19:34:41 +0000 2020,32.9343,-97.0744,#dcbeff,651.0,53982.0,1
690,Los Angeles, CA,#DreamersAreAmericans,Fri Jun 19 18:34:58 +0000 2020,34.1139,-118.4068,#dcbeff,3295.0,12815475.0,3
691,Wooster, OH,#DreamersAreAmericans,Fri Jun 19 18:09:19 +0000 2020,40.8166,-81.9334,#dcbeff,611.0,31011.0,3
