,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
301,Madison, Wisconsin,BlackLivesMatter,Sat Jun 13 23:59:55 +0000 2020,43.0827,-89.3923,#f2542d,1250.0,439553.0,1
303,Iowa City, IA,BlackLivesMatter,Sat Jun 13 23:59:55 +0000 2020,41.6559,-91.5304,#f2542d,1143.0,119091.0,1
304,Austin, Texas,BlackLivesMatter,Sat Jun 13 23:59:54 +0000 2020,30.3006,-97.7517,#f2542d,1144.0,1638716.0,1
306,Oakland, CA,BlackLivesMatter,Sat Jun 13 23:59:54 +0000 2020,37.7903,-122.2165,#f2542d,2937.0,425195.0,2
308,Los Angeles, CA,BlackLivesMatter,Sat Jun 13 23:59:54 +0000 2020,34.1139,-118.4068,#f2542d,3295.0,12815475.0,3
309,Georgia, USA,BlackLivesMatter,Sat Jun 13 23:59:54 +0000 2020,32.96564403225806,-83.57147564516129,#f2542d,315.7548387096774,17340.274193548386,1
310,Los Angeles, CA,BlackLivesMatter,Sat Jun 13 23:59:53 +0000 2020,34.1139,-118.4068,#f2542d,3295.0,12815475.0,3
311,Harlingen, TX,BlackLivesMatter,Sat Jun 13 23:59:52 +0000 2020,26.1916,-97.6976,#f2542d,630.0,136968.0,1
314,Baltimore, MD,BlackLivesMatter,Sat Jun 13 23:59:51 +0000 2020,39.3051,-76.6144,#f2542d,2917.0,2170504.0,1
315,Reno, NV,BlackLivesMatter,Sat Jun 13 23:59:51 +0000 2020,39.5497,-119.8483,#f2542d,884.0,433271.0,1
316,Tennessee, USA,BlackLivesMatter,Sat Jun 13 23:59:51 +0000 2020,35.82854061032864,-86.25442746478873,#f2542d,230.86150234741785,14237.330985915492,1
321,Orlando, FL,#WhiteLivesMatter,Sat Jun 13 23:46:46 +0000 2020,28.4772,-81.3369,#e6194B,982.0,1776841.0,1
325,Columbus, OH,#WhiteLivesMatter,Sat Jun 13 23:37:46 +0000 2020,39.986,-82.9851,#e6194B,1551.0,1528314.0,1
326,Illinois, USA,#WhiteLivesMatter,Sat Jun 13 23:37:22 +0000 2020,40.335685557184746,-89.03020461876832,#e6194B,554.2741935483871,13391.538856304986,1
327,Washington, USA,#WhiteLivesMatter,Sat Jun 13 23:35:52 +0000 2020,47.344806451612904,-121.38152080645162,#e6194B,521.5129032258064,16346.754838709678,1
328,Brewer, ME,#WhiteLivesMatter,Sat Jun 13 23:35:27 +0000 2020,44.7835,-68.7352,#e6194B,229.0,9043.0,1
329,California, USA,#WhiteLivesMatter,Sat Jun 13 23:35:23 +0000 2020,36.924938936877076,-120.18747089700997,#e6194B,956.9958139534883,39607.22724252492,1
330,Texas, USA,#WhiteLivesMatter,Sat Jun 13 23:35:05 +0000 2020,30.65436949941793,-97.80444208381839,#e6194B,467.07974388824215,19220.278230500582,1
331,Baltimore, MD,#WhiteLivesMatter,Sat Jun 13 23:32:01 +0000 2020,39.3051,-76.6144,#e6194B,2917.0,2170504.0,1
332,Ohio, USA,#WhiteLivesMatter,Sat Jun 13 23:31:53 +0000 2020,40.35181636212625,-82.80448712624585,#e6194B,549.1569767441861,11432.45265780731,1
333,Castro Valley, CA,#WhiteLivesMatter,Sat Jun 13 23:30:23 +0000 2020,37.7092,-122.0632,#e6194B,1480.0,63625.0,1
334,Santa Barbara, CA,#WhiteLivesMatter,Sat Jun 13 23:29:56 +0000 2020,34.4285,-119.7202,#e6194B,1823.0,204034.0,1
336,Montana, USA,#WhiteLivesMatter,Sat Jun 13 23:29:23 +0000 2020,47.08978038674034,-110.95965414364639,#e6194B,213.37016574585635,2255.157458563536,1
340,New Jersey, USA,#redpill,Sat Jun 13 23:18:06 +0000 2020,40.32016673040153,-74.52402217973231,#3cb44b,1469.2390057361376,10892.99808795411,1
342,Sarasota, FL,#redpill,Sat Jun 13 23:13:24 +0000 2020,27.3386,-82.543,#3cb44b,1494.0,706245.0,1
343,Florida, USA,#redpill,Sat Jun 13 23:12:38 +0000 2020,28.1400878021978,-82.12263065934067,#3cb44b,927.0826373626373,33241.92747252747,1
345,Hawaii, USA,#redpill,Sat Jun 13 23:01:21 +0000 2020,20.900468456375837,-157.17823557046978,#3cb44b,808.9395973154362,12342.617449664429,1
347,Cumming, GA,#redpill,Sat Jun 13 22:37:30 +0000 2020,34.2064,-84.1337,#3cb44b,362.0,6284.0,1
348,Texas, USA,#redpill,Sat Jun 13 22:22:25 +0000 2020,30.65436949941793,-97.80444208381839,#3cb44b,467.07974388824215,19220.278230500582,2
349,Los Angeles, CA,#redpill,Sat Jun 13 22:20:58 +0000 2020,34.1139,-118.4068,#3cb44b,3295.0,12815475.0,1
350,Brooklyn, NY,#redpill,Sat Jun 13 22:06:43 +0000 2020,40.6501,-73.9496,#3cb44b,14606.0,2629150.0,1
351, NC,Shooting Creek,#redpill,Sat Jun 13 21:59:18 +0000 2020,35.439809510869566,-79.32081358695652,#3cb44b,296.32065217391306,12504.385869565218,1
352,Arizona, USA,#redpill,Sat Jun 13 21:57:22 +0000 2020,33.872523318385646,-111.58644260089687,#3cb44b,204.72869955156952,21483.224215246635,1
353,Conroe, TX,#redpill,Sat Jun 13 21:45:47 +0000 2020,30.3224,-95.482,#3cb44b,464.0,84378.0,1
354,Texas, USA,#redpill,Sat Jun 13 21:44:22 +0000 2020,30.65436949941793,-97.80444208381839,#3cb44b,467.07974388824215,19220.278230500582,2
356,Georgia, USA,#redpill,Sat Jun 13 21:22:03 +0000 2020,32.96564403225806,-83.57147564516129,#3cb44b,315.7548387096774,17340.274193548386,1
359,Folsom, CA,#redpill,Sat Jun 13 21:08:31 +0000 2020,38.6669,-121.1422,#3cb44b,1083.0,78038.0,1
360,West Hollywood, CA,#redpill,Sat Jun 13 21:04:40 +0000 2020,34.0883,-118.3719,#3cb44b,7584.0,37080.0,1
361,California, USA,#redpill,Sat Jun 13 21:01:03 +0000 2020,36.924938936877076,-120.18747089700997,#3cb44b,956.9958139534883,39607.22724252492,1
364,Florida, USA,AllLivesMatter,Sat Jun 13 23:59:56 +0000 2020,28.1400878021978,-82.12263065934067,#ffe119,927.0826373626373,33241.92747252747,1
365,Minnesota, USA,AllLivesMatter,Sat Jun 13 23:59:48 +0000 2020,45.4967491638796,-94.2840231884058,#ffe119,328.11371237458195,8110.9988851727985,1
368,Sacramento, CA,AllLivesMatter,Sat Jun 13 23:59:15 +0000 2020,38.5667,-121.4683,#ffe119,1980.0,1854698.0,1
370,Chico, CA,AllLivesMatter,Sat Jun 13 23:59:08 +0000 2020,39.7575,-121.8152,#ffe119,1076.0,106268.0,1
372,Long Beach, CA,AllLivesMatter,Sat Jun 13 23:58:58 +0000 2020,33.798,-118.1675,#ffe119,3575.0,469450.0,1
375,New York, NY,AllLivesMatter,Sat Jun 13 23:58:32 +0000 2020,40.6943,-73.9249,#ffe119,11083.0,19354922.0,1
377,Nevada, USA,AllLivesMatter,Sat Jun 13 23:58:22 +0000 2020,38.783906106870226,-117.30850076335878,#ffe119,249.95419847328245,33847.93893129771,1
378,Colorado, USA,AllLivesMatter,Sat Jun 13 23:58:20 +0000 2020,39.18856197802197,-105.29543868131867,#ffe119,446.1802197802198,16481.65274725275,1
379,Indianapolis, IN,AllLivesMatter,Sat Jun 13 23:58:12 +0000 2020,39.7771,-86.1458,#ffe119,921.0,1564699.0,1
382,Beverly Hills, CA,AllLivesMatter,Sat Jun 13 23:57:46 +0000 2020,34.0786,-118.4021,#ffe119,2332.0,34484.0,1
384,Los Angeles, CA,AllLivesMatter,Sat Jun 13 23:57:23 +0000 2020,34.1139,-118.4068,#ffe119,3295.0,12815475.0,1
385,Massachusetts, USA,AllLivesMatter,Sat Jun 13 23:57:15 +0000 2020,42.08924751773049,-71.18091205673758,#ffe119,1008.886524822695,63636.99290780142,1
386,Maryland, USA,AllLivesMatter,Sat Jun 13 23:57:06 +0000 2020,39.096691245136185,-76.99463501945526,#ffe119,843.964980544747,13387.101167315175,1
390,Arkansas, USA,AllLivesMatter,Sat Jun 13 23:56:36 +0000 2020,35.07553649906891,-92.35809255121043,#ffe119,199.72625698324023,4858.420856610801,1
391,Portland, Oregon,AllLivesMatter,Sat Jun 13 23:56:23 +0000 2020,45.5371,-122.65,#ffe119,1874.0,2052796.0,1
393,Delaware, USA,AllLivesMatter,Sat Jun 13 23:55:46 +0000 2020,39.13633766233766,-75.48757012987014,#ffe119,694.2597402597403,7244.25974025974,1
400,Seattle, WA,#COVID19,Sat Jun 13 23:59:54 +0000 2020,47.6211,-122.3244,#4363d8,3336.0,3643765.0,1
401,Dublin, CA,#COVID19,Sat Jun 13 23:59:52 +0000 2020,37.7161,-121.8964,#4363d8,1545.0,60939.0,1
412,Kentucky, USA,#COVID19,Sat Jun 13 23:59:46 +0000 2020,37.77555102420857,-85.40921098696461,#4363d8,543.3631284916202,6122.7597765363125,1
424,Durham, NC,#COVID19,Sat Jun 13 23:59:40 +0000 2020,35.9795,-78.9032,#4363d8,921.0,407575.0,1
426,Houston, TX,#COVID19,Sat Jun 13 23:59:38 +0000 2020,29.7869,-95.3905,#4363d8,1401.0,5446468.0,1
427,Virginia, USA,#masculinity,Sat Jun 13 22:17:38 +0000 2020,37.7647656996587,-78.37606126279863,#f58231,544.5238907849829,13988.131399317406,1
429,Pennsylvania, USA,#masculinity,Sat Jun 13 20:01:57 +0000 2020,40.62121128472223,-77.63372887731481,#f58231,782.3564814814815,9051.620949074075,1
434,San Diego, CA,#masculinity,Sat Jun 13 17:28:42 +0000 2020,32.8312,-117.1225,#f58231,1683.0,3210314.0,1
436,Arkansas, USA,#masculinity,Sat Jun 13 14:27:35 +0000 2020,35.07553649906891,-92.35809255121043,#f58231,199.72625698324023,4858.420856610801,1
438,Manhattan, NY,#masculinity,Sat Jun 13 13:00:35 +0000 2020,40.7834,-73.9662,#f58231,27799.0,1643734.0,1
440,Charlotte, NC,#masculinity,Sat Jun 13 11:10:46 +0000 2020,35.2079,-80.8304,#f58231,1081.0,1467362.0,1
442,Los Angeles, CA,#masculinity,Sat Jun 13 08:06:15 +0000 2020,34.1139,-118.4068,#f58231,3295.0,12815475.0,1
443,Westbrook, ME,#Republican,Sat Jun 13 23:34:07 +0000 2020,43.6954,-70.3539,#911eb4,420.0,18730.0,1
444,Missouri, USA,#Republican,Sat Jun 13 23:33:59 +0000 2020,38.46613426911907,-92.43911626331074,#911eb4,405.15663117134557,7224.933204259439,2
445,Fairhope, Alabama,#Republican,Sat Jun 13 23:30:09 +0000 2020,30.522,-87.8816,#911eb4,582.0,20935.0,1
446,California, USA,#Republican,Sat Jun 13 23:12:57 +0000 2020,36.924938936877076,-120.18747089700997,#911eb4,956.9958139534883,39607.22724252492,1
447,Philadelphia, PA,#Republican,Sat Jun 13 23:06:26 +0000 2020,40.0077,-75.1339,#911eb4,4547.0,5637884.0,1
448,Arlington, TX,#Republican,Sat Jun 13 22:57:41 +0000 2020,32.6998,-97.1251,#911eb4,1597.0,396394.0,1
449,Oregon, USA,#Republican,Sat Jun 13 22:53:01 +0000 2020,44.56224297082228,-122.01842334217507,#911eb4,621.6392572944297,13825.602122015915,1
450,New Jersey, USA,#Republican,Sat Jun 13 22:44:43 +0000 2020,40.32016673040153,-74.52402217973231,#911eb4,1469.2390057361376,10892.99808795411,1
452,Missouri, USA,#Republican,Sat Jun 13 22:30:35 +0000 2020,38.46613426911907,-92.43911626331074,#911eb4,405.15663117134557,7224.933204259439,2
454,Santa Barbara, CA,#Republican,Sat Jun 13 22:16:52 +0000 2020,34.4285,-119.7202,#911eb4,1823.0,204034.0,1
455,Wisconsin, USA,#Republican,Sat Jun 13 22:15:20 +0000 2020,44.158926070038916,-89.66840869001297,#911eb4,323.35927367055774,7699.124513618677,1
456,New York, NY,#Republican,Sat Jun 13 22:14:51 +0000 2020,40.6943,-73.9249,#911eb4,11083.0,19354922.0,1
457,Oswego, NY,#Republican,Sat Jun 13 22:14:27 +0000 2020,43.4516,-76.5005,#911eb4,885.0,37917.0,1
459,Austin, TX,#Republican,Sat Jun 13 22:13:38 +0000 2020,30.3006,-97.7517,#911eb4,1144.0,1638716.0,1
461,Detroit, MI,#Republican,Sat Jun 13 22:04:00 +0000 2020,42.3834,-83.1024,#911eb4,1873.0,3522206.0,1
462,Texas, USA,#Republican,Sat Jun 13 22:02:18 +0000 2020,30.65436949941793,-97.80444208381839,#911eb4,467.07974388824215,19220.278230500582,1
463,Georgia, USA,#Republican,Sat Jun 13 22:01:02 +0000 2020,32.96564403225806,-83.57147564516129,#911eb4,315.7548387096774,17340.274193548386,1
465,Florida, USA,#Republican,Sat Jun 13 21:59:09 +0000 2020,28.1400878021978,-82.12263065934067,#911eb4,927.0826373626373,33241.92747252747,1
466,Mississippi, USA,#Republican,Sat Jun 13 21:55:45 +0000 2020,32.897958448753464,-89.6104265927978,#911eb4,238.14681440443212,5752.02216066482,1
469,Pennsylvania, USA,#Republican,Sat Jun 13 21:42:22 +0000 2020,40.62121128472223,-77.63372887731481,#911eb4,782.3564814814815,9051.620949074075,1
471,Salt Lake City, Utah,#Republican,Sat Jun 13 21:33:12 +0000 2020,40.7774,-111.93,#911eb4,696.0,1098400.0,1
472,Eden, WI,#Democrat,Sat Jun 13 23:58:10 +0000 2020,43.6928,-88.3642,#42d4f4,578.0,900.0,1
473,Tennessee, USA,#Democrat,Sat Jun 13 23:58:08 +0000 2020,35.82854061032864,-86.25442746478873,#42d4f4,230.86150234741785,14237.330985915492,1
474,Oregon, USA,#Democrat,Sat Jun 13 23:57:50 +0000 2020,44.56224297082228,-122.01842334217507,#42d4f4,621.6392572944297,13825.602122015915,1
475,Alabama, USA,#Democrat,Sat Jun 13 23:57:33 +0000 2020,32.94153133561644,-86.74674229452056,#42d4f4,145.04965753424656,7362.020547945205,1
478,California, USA,#Democrat,Sat Jun 13 23:54:07 +0000 2020,36.924938936877076,-120.18747089700997,#42d4f4,956.9958139534883,39607.22724252492,2
480,Fort Lauderdale, Florida,#Democrat,Sat Jun 13 23:51:12 +0000 2020,26.1412,-80.1464,#42d4f4,2010.0,180072.0,1
481,Illinois, USA,#Democrat,Sat Jun 13 23:47:44 +0000 2020,40.335685557184746,-89.03020461876832,#42d4f4,554.2741935483871,13391.538856304986,1
482,Santa Fe, NM,#Democrat,Sat Jun 13 23:47:24 +0000 2020,35.6619,-105.9819,#42d4f4,619.0,110078.0,1
483,Royse City, TX,#Democrat,Sat Jun 13 23:46:03 +0000 2020,32.9764,-96.3192,#42d4f4,285.0,12567.0,1
484,California, USA,#Democrat,Sat Jun 13 23:46:02 +0000 2020,36.924938936877076,-120.18747089700997,#42d4f4,956.9958139534883,39607.22724252492,2
485,Oklahoma City, OK,#Democrat,Sat Jun 13 23:44:33 +0000 2020,35.4676,-97.5137,#42d4f4,409.0,955998.0,1
486,Kissimmee, FL,#Democrat,Sat Jun 13 23:44:08 +0000 2020,28.3042,-81.4164,#42d4f4,1318.0,374231.0,1
487,Texas, USA,#Democrat,Sat Jun 13 23:43:03 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,3
488,Colorado, USA,#Democrat,Sat Jun 13 23:42:16 +0000 2020,39.18856197802197,-105.29543868131867,#42d4f4,446.1802197802198,16481.65274725275,1
489,Texas, USA,#Democrat,Sat Jun 13 23:39:59 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,3
490,Tulsa, OK,#Democrat,Sat Jun 13 23:38:53 +0000 2020,36.1284,-95.9043,#42d4f4,785.0,672054.0,1
491,Cibolo, TX,#Democrat,Sat Jun 13 23:37:10 +0000 2020,29.564,-98.2125,#42d4f4,547.0,29249.0,1
493,Missouri, USA,#Democrat,Sat Jun 13 23:33:59 +0000 2020,38.46613426911907,-92.43911626331074,#42d4f4,405.15663117134557,7224.933204259439,1
494,Reno, NV,#Democrat,Sat Jun 13 23:32:37 +0000 2020,39.5497,-119.8483,#42d4f4,884.0,433271.0,1
496,North Adams, MA,#Democrat,Sat Jun 13 23:31:30 +0000 2020,42.6844,-73.1166,#42d4f4,246.0,17477.0,1
497,Florida, USA,#Democrat,Sat Jun 13 23:31:10 +0000 2020,28.1400878021978,-82.12263065934067,#42d4f4,927.0826373626373,33241.92747252747,1
499,Las Vegas, NV,#Democrat,Sat Jun 13 23:25:36 +0000 2020,36.2333,-115.2654,#42d4f4,1747.0,2073045.0,1
500,Arkansas, USA,#Democrat,Sat Jun 13 23:23:53 +0000 2020,35.07553649906891,-92.35809255121043,#42d4f4,199.72625698324023,4858.420856610801,1
501,Texas, USA,#Democrat,Sat Jun 13 23:22:24 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,3
502,New York, USA,#TulsaTrumpRally,Sat Jun 13 17:25:03 +0000 2020,42.11192215013902,-75.02628554216868,#f032e6,970.2613531047266,35076.80815569972,1
503,California, USA,#TulsaTrumpRally,Sat Jun 13 23:58:45 +0000 2020,36.924938936877076,-120.18747089700997,#f032e6,956.9958139534883,39607.22724252492,1
504,Arizona, USA,#TulsaTrumpRally,Sat Jun 13 23:56:04 +0000 2020,33.872523318385646,-111.58644260089687,#f032e6,204.72869955156952,21483.224215246635,1
505,Ohio, USA,#TulsaTrumpRally,Sat Jun 13 23:49:54 +0000 2020,40.35181636212625,-82.80448712624585,#f032e6,549.1569767441861,11432.45265780731,1
506,Alabama, USA,#TulsaTrumpRally,Sat Jun 13 23:40:49 +0000 2020,32.94153133561644,-86.74674229452056,#f032e6,145.04965753424656,7362.020547945205,1
507,Louisiana, USA,#TulsaTrumpRally,Sat Jun 13 23:26:50 +0000 2020,30.981620886075948,-91.83754514767932,#f032e6,337.1308016877637,10326.888185654008,1
508,Virginia, USA,#TulsaTrumpRally,Sat Jun 13 23:10:51 +0000 2020,37.7647656996587,-78.37606126279863,#f032e6,544.5238907849829,13988.131399317406,1
509,Atlanta, Georgia,#TulsaTrumpRally,Sat Jun 13 22:44:01 +0000 2020,33.7627,-84.4225,#f032e6,1384.0,5228750.0,2
510,Florida, USA,#TulsaTrumpRally,Sat Jun 13 22:35:52 +0000 2020,28.1400878021978,-82.12263065934067,#f032e6,927.0826373626373,33241.92747252747,3
511,Hillsboro, OR,#TulsaTrumpRally,Sat Jun 13 22:27:59 +0000 2020,45.5272,-122.936,#f032e6,1606.0,106894.0,1
513,Arkansas, USA,#TulsaTrumpRally,Sat Jun 13 22:17:40 +0000 2020,35.07553649906891,-92.35809255121043,#f032e6,199.72625698324023,4858.420856610801,1
515,Fuquay-Varina, NC,#TulsaTrumpRally,Sat Jun 13 22:03:35 +0000 2020,35.5961,-78.7807,#f032e6,781.0,27906.0,1
516,Sweetwater, TX,#TulsaTrumpRally,Sat Jun 13 22:00:29 +0000 2020,32.4693,-100.4092,#f032e6,368.0,9940.0,1
517,Colorado, USA,#TulsaTrumpRally,Sat Jun 13 21:58:17 +0000 2020,39.18856197802197,-105.29543868131867,#f032e6,446.1802197802198,16481.65274725275,1
518,San Antonio, TX,#TulsaTrumpRally,Sat Jun 13 21:57:55 +0000 2020,29.4658,-98.5254,#f032e6,1204.0,2002530.0,1
519,Florida, USA,#TulsaTrumpRally,Sat Jun 13 21:56:41 +0000 2020,28.1400878021978,-82.12263065934067,#f032e6,927.0826373626373,33241.92747252747,3
522,Fairfield Glade, TN,#TulsaTrumpRally,Sat Jun 13 21:51:32 +0000 2020,36.0028,-84.8711,#f032e6,139.0,8217.0,1
524,Bone Gap, Illinois,#TulsaTrumpRally,Sat Jun 13 21:48:49 +0000 2020,38.4449,-87.9975,#f032e6,152.0,237.0,1
525,Florida, USA,#TulsaTrumpRally,Sat Jun 13 21:18:10 +0000 2020,28.1400878021978,-82.12263065934067,#f032e6,927.0826373626373,33241.92747252747,3
527,Claremore, OK,#TulsaTrumpRally,Sat Jun 13 20:29:51 +0000 2020,36.3143,-95.6101,#f032e6,489.0,25365.0,1
528,Panama City Beach, FL,#TulsaTrumpRally,Sat Jun 13 20:26:02 +0000 2020,30.2369,-85.8774,#f032e6,255.0,12757.0,1
529,Atlanta, GA,#TulsaTrumpRally,Sat Jun 13 20:21:19 +0000 2020,33.7627,-84.4225,#f032e6,1384.0,5228750.0,2
530,Bradenton, FL,#policereforms,Sat Jun 13 22:38:17 +0000 2020,27.49,-82.574,#bfef45,1512.0,56508.0,1
531,Willow Grove, Pennsylvania,#policereforms,Sat Jun 13 15:49:29 +0000 2020,40.1495,-75.1178,#bfef45,1609.0,15253.0,1
532,Maryland, USA,#policereforms,Sat Jun 13 08:39:44 +0000 2020,39.096691245136185,-76.99463501945526,#bfef45,843.964980544747,13387.101167315175,1
535,Cincinnati, OH,#blackconservative,Sat Jun 13 20:59:15 +0000 2020,39.1412,-84.506,#fabed4,1493.0,1648254.0,1
536,San Antonio, Texas,#blackconservative,Sat Jun 13 18:38:35 +0000 2020,29.4658,-98.5254,#fabed4,1204.0,2002530.0,1
537,Grovetown, GA,#blackconservative,Sat Jun 13 17:40:30 +0000 2020,33.4504,-82.2073,#fabed4,1032.0,14109.0,1
538,Kettering, OH,#blackconservative,Sat Jun 13 11:39:01 +0000 2020,39.6957,-84.1496,#fabed4,1138.0,55175.0,1
539,Delaware, USA,#AbortionIsMurder,Sat Jun 13 23:33:42 +0000 2020,39.13633766233766,-75.48757012987014,#469990,694.2597402597403,7244.25974025974,1
540,Santa Barbara, CA,#AbortionIsMurder,Sat Jun 13 23:29:56 +0000 2020,34.4285,-119.7202,#469990,1823.0,204034.0,1
541,Ohio, USA,#AbortionIsMurder,Sat Jun 13 22:56:39 +0000 2020,40.35181636212625,-82.80448712624585,#469990,549.1569767441861,11432.45265780731,2
542,Florida, USA,#AbortionIsMurder,Sat Jun 13 22:43:54 +0000 2020,28.1400878021978,-82.12263065934067,#469990,927.0826373626373,33241.92747252747,2
543,Gulf Shores, Alabama,#AbortionIsMurder,Sat Jun 13 22:27:43 +0000 2020,30.2758,-87.7014,#469990,162.0,11809.0,1
544,Florida, USA,#AbortionIsMurder,Sat Jun 13 22:24:00 +0000 2020,28.1400878021978,-82.12263065934067,#469990,927.0826373626373,33241.92747252747,2
545,South Dakota, USA,#AbortionIsMurder,Sat Jun 13 22:02:12 +0000 2020,44.280620408163266,-98.94644770408163,#469990,235.93112244897958,1732.0229591836735,1
547,South Carolina, USA,#AbortionIsMurder,Sat Jun 13 21:29:39 +0000 2020,34.02741446700507,-81.11013807106599,#469990,310.6446700507614,11497.964467005077,1
549,Midlothian, TX,#AbortionIsMurder,Sat Jun 13 21:11:34 +0000 2020,32.4718,-96.9877,#469990,183.0,25254.0,1
550,Kentucky, USA,#AbortionIsMurder,Sat Jun 13 20:52:06 +0000 2020,37.77555102420857,-85.40921098696461,#469990,543.3631284916202,6122.7597765363125,1
551,Ohio, USA,#AbortionIsMurder,Sat Jun 13 20:50:57 +0000 2020,40.35181636212625,-82.80448712624585,#469990,549.1569767441861,11432.45265780731,2
552,New York, NY,#AbortionIsMurder,Sat Jun 13 20:25:42 +0000 2020,40.6943,-73.9249,#469990,11083.0,19354922.0,1
553,Los Angeles, CA,#AbortionIsMurder,Sat Jun 13 19:18:37 +0000 2020,34.1139,-118.4068,#469990,3295.0,12815475.0,1
554,Hollister, CA,#AbortionIsMurder,Sat Jun 13 18:32:08 +0000 2020,36.8563,-121.3981,#469990,2022.0,46183.0,1
555,Las Vegas, Nevada,#AbortionIsMurder,Sat Jun 13 17:52:59 +0000 2020,36.2333,-115.2654,#469990,1747.0,2073045.0,1
556,Santa Clarita, CA,#AbortionIsMurder,Sat Jun 13 17:52:20 +0000 2020,34.4155,-118.4992,#469990,1235.0,309378.0,1
557,Texas, USA,#AbortionIsMurder,Sat Jun 13 17:38:48 +0000 2020,30.65436949941793,-97.80444208381839,#469990,467.07974388824215,19220.278230500582,1
558,Indianapolis, IN,#AbortionIsMurder,Sat Jun 13 17:28:56 +0000 2020,39.7771,-86.1458,#469990,921.0,1564699.0,1
559,Alexandria, VA,#AbortionIsMurder,Sat Jun 13 16:37:53 +0000 2020,38.8185,-77.0861,#469990,4137.0,160035.0,1
560,Georgia, USA,#AbortionIsMurder,Sat Jun 13 16:05:17 +0000 2020,32.96564403225806,-83.57147564516129,#469990,315.7548387096774,17340.274193548386,1
562,Huntington Beach, CA,#LGBTQRights,Sat Jun 13 23:58:45 +0000 2020,33.696,-118.0025,#9A6324,2886.0,201874.0,1
563,Pasadena, CA,#LGBTQRights,Sat Jun 13 23:45:38 +0000 2020,34.1597,-118.139,#9A6324,2398.0,142647.0,1
564,Elk Grove, California,#LGBTQRights,Sat Jun 13 23:43:08 +0000 2020,38.416,-121.384,#9A6324,1580.0,171844.0,1
565,Kansas, USA,#LGBTQRights,Sat Jun 13 23:41:16 +0000 2020,38.51746656716418,-97.33820059701493,#9A6324,346.34328358208955,3861.055223880597,2
566,New York, USA,#LGBTQRights,Sat Jun 13 23:40:07 +0000 2020,42.11192215013902,-75.02628554216868,#9A6324,970.2613531047266,35076.80815569972,3
567,Georgia, USA,#LGBTQRights,Sat Jun 13 23:29:12 +0000 2020,32.96564403225806,-83.57147564516129,#9A6324,315.7548387096774,17340.274193548386,1
568,California, USA,#LGBTQRights,Sat Jun 13 23:09:12 +0000 2020,36.924938936877076,-120.18747089700997,#9A6324,956.9958139534883,39607.22724252492,1
570,New Jersey, USA,#LGBTQRights,Sat Jun 13 23:01:20 +0000 2020,40.32016673040153,-74.52402217973231,#9A6324,1469.2390057361376,10892.99808795411,3
571,Kansas, USA,#LGBTQRights,Sat Jun 13 22:48:32 +0000 2020,38.51746656716418,-97.33820059701493,#9A6324,346.34328358208955,3861.055223880597,2
574,Blue Earth, MN,#LGBTQRights,Sat Jun 13 22:20:45 +0000 2020,43.6404,-94.1004,#9A6324,381.0,3045.0,1
575,Oregon, USA,#LGBTQRights,Sat Jun 13 21:47:33 +0000 2020,44.56224297082228,-122.01842334217507,#9A6324,621.6392572944297,13825.602122015915,1
576,Arlington, VA,#LGBTQRights,Sat Jun 13 21:10:00 +0000 2020,38.8786,-77.1011,#9A6324,3408.0,229534.0,2
577,Springfield, IL,#LGBTQRights,Sat Jun 13 20:41:17 +0000 2020,39.771,-89.6537,#9A6324,727.0,159394.0,1
578,Kenosha, WI,#LGBTQRights,Sat Jun 13 20:35:48 +0000 2020,42.5864,-87.8762,#9A6324,1381.0,124888.0,1
579,Dallas, TX,#LGBTQRights,Sat Jun 13 20:28:20 +0000 2020,32.7936,-96.7662,#9A6324,1524.0,5733259.0,1
580,Minneapolis, MN,#LGBTQRights,Sat Jun 13 20:14:56 +0000 2020,44.9635,-93.2678,#9A6324,3019.0,2926757.0,1
581,Charlotte, NC,#LGBTQRights,Sat Jun 13 19:54:11 +0000 2020,35.2079,-80.8304,#9A6324,1081.0,1467362.0,1
582,McAllen, TX,#LGBTQRights,Sat Jun 13 19:50:11 +0000 2020,26.2273,-98.2471,#9A6324,838.0,800904.0,1
583,Florida, USA,#LGBTQRights,Sat Jun 13 19:25:05 +0000 2020,28.1400878021978,-82.12263065934067,#9A6324,927.0826373626373,33241.92747252747,1
584,Tennessee, USA,#LGBTQRights,Sat Jun 13 18:55:32 +0000 2020,35.82854061032864,-86.25442746478873,#9A6324,230.86150234741785,14237.330985915492,1
586,Arlington, VA,#LGBTQRights,Sat Jun 13 18:30:59 +0000 2020,38.8786,-77.1011,#9A6324,3408.0,229534.0,2
587,Denton, TX,#LGBTQRights,Sat Jun 13 18:27:10 +0000 2020,33.2176,-97.1419,#9A6324,547.0,440146.0,1
588,Syracuse, NY,#LGBTQRights,Sat Jun 13 18:18:34 +0000 2020,43.0409,-76.1438,#9A6324,2212.0,407259.0,1
589,Raleigh, NC,#LGBTQRights,Sat Jun 13 18:14:04 +0000 2020,35.8324,-78.6438,#9A6324,1235.0,1018336.0,1
