,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
64,Sarasota, FL,#Feminism,Tue Jun 16 20:36:21 +0000 2020,27.3386,-82.543,#7ebce6,1494.0,706245.0,1
66,Wheaton, MD,#Feminism,Tue Jun 16 20:21:21 +0000 2020,39.0492,-77.0572,#7ebce6,2803.0,50095.0,1
71,Atlanta, GA,#Equality,Tue Jun 16 17:16:05 +0000 2020,33.7627,-84.4225,#8980f5,1384.0,5228750.0,3
72,Pensacola, FL,#Equality,Tue Jun 16 13:17:00 +0000 2020,30.4427,-87.1886,#8980f5,897.0,344400.0,1
74,Huntsville, TX,#Equality,Tue Jun 16 23:58:40 +0000 2020,30.705,-95.5545,#8980f5,444.0,39542.0,1
75,Las Vegas, NV,#Equality,Tue Jun 16 23:58:34 +0000 2020,36.2333,-115.2654,#8980f5,1747.0,2073045.0,1
77,Atlanta, GA,#Equality,Tue Jun 16 23:58:03 +0000 2020,33.7627,-84.4225,#8980f5,1384.0,5228750.0,3
79,Bronx, NY,#Equality,Tue Jun 16 23:57:45 +0000 2020,40.8501,-73.8662,#8980f5,13202.0,1455720.0,1
81,Dover, DE,#Equality,Tue Jun 16 23:55:48 +0000 2020,39.161,-75.5203,#8980f5,612.0,115352.0,1
82,Houston, TX,#Equality,Tue Jun 16 23:55:32 +0000 2020,29.7869,-95.3905,#8980f5,1401.0,5446468.0,1
83,Washington, DC,#Equality,Tue Jun 16 23:55:12 +0000 2020,38.9047,-77.0163,#8980f5,4382.0,5289420.0,1
85,Los Angeles, CA,#Equality,Tue Jun 16 23:54:21 +0000 2020,34.1139,-118.4068,#8980f5,3295.0,12815475.0,2
86,Michigan, USA,#Equality,Tue Jun 16 23:53:50 +0000 2020,43.47372115942029,-84.86635913043477,#8980f5,503.21159420289854,15115.937681159421,1
87,Chicago, IL,#Equality,Tue Jun 16 23:53:25 +0000 2020,41.8373,-87.6862,#8980f5,4612.0,8675982.0,1
92,Texas, USA,#Equality,Tue Jun 16 23:50:33 +0000 2020,30.65436949941793,-97.80444208381839,#8980f5,467.07974388824215,19220.278230500582,1
93,Los Angeles, CA,#Equality,Tue Jun 16 23:50:20 +0000 2020,34.1139,-118.4068,#8980f5,3295.0,12815475.0,2
95,Raleigh, NC,#Equality,Tue Jun 16 23:50:00 +0000 2020,35.8324,-78.6438,#8980f5,1235.0,1018336.0,1
98,Colorado, USA,#Equality,Tue Jun 16 23:47:44 +0000 2020,39.18856197802197,-105.29543868131867,#8980f5,446.1802197802198,16481.65274725275,1
99,Atlanta, GA,#Equality,Tue Jun 16 23:47:43 +0000 2020,33.7627,-84.4225,#8980f5,1384.0,5228750.0,3
101,New York, USA,#BLM,Tue Jun 16 23:59:59 +0000 2020,42.11192215013902,-75.02628554216868,#1e212b,970.2613531047266,35076.80815569972,1
102,Tempe, AZ,#BLM,Tue Jun 16 23:59:56 +0000 2020,33.3881,-111.9318,#1e212b,1787.0,185038.0,1
103,Birmingham, Alabama,#BLM,Tue Jun 16 23:59:55 +0000 2020,33.5277,-86.7987,#1e212b,556.0,744189.0,1
104,Texas, USA,#BLM,Tue Jun 16 23:59:54 +0000 2020,30.65436949941793,-97.80444208381839,#1e212b,467.07974388824215,19220.278230500582,1
105,Sioux Falls, SD,#BLM,Tue Jun 16 23:59:51 +0000 2020,43.5397,-96.7321,#1e212b,881.0,180204.0,1
106,Glendale, AZ,#BLM,Tue Jun 16 23:59:51 +0000 2020,33.5797,-112.2258,#1e212b,1601.0,246709.0,1
108,San Francisco, California,#BLM,Tue Jun 16 23:59:51 +0000 2020,37.7562,-122.443,#1e212b,7286.0,3603761.0,1
110,Florida, USA,#BLM,Tue Jun 16 23:59:50 +0000 2020,28.1400878021978,-82.12263065934067,#1e212b,927.0826373626373,33241.92747252747,2
111,Los Angeles, CA,#BLM,Tue Jun 16 23:59:50 +0000 2020,34.1139,-118.4068,#1e212b,3295.0,12815475.0,1
113,Richmond, VA,#BLM,Tue Jun 16 23:59:43 +0000 2020,37.5295,-77.4756,#1e212b,1463.0,1059907.0,1
114,Phoenix, AZ,#BLM,Tue Jun 16 23:59:42 +0000 2020,33.5722,-112.0891,#1e212b,1212.0,4081849.0,1
115,Montgomery, AL,#BLM,Tue Jun 16 23:59:40 +0000 2020,32.3473,-86.2666,#1e212b,481.0,255908.0,1
116,Seattle, WA,#BLM,Tue Jun 16 23:59:39 +0000 2020,47.6211,-122.3244,#1e212b,3336.0,3643765.0,1
117,Houston, TX,#BLM,Tue Jun 16 23:59:38 +0000 2020,29.7869,-95.3905,#1e212b,1401.0,5446468.0,1
119,Davis, California,#BLM,Tue Jun 16 23:59:33 +0000 2020,38.5552,-121.7365,#1e212b,2693.0,76524.0,1
120,Michigan, USA,#BLM,Tue Jun 16 23:59:30 +0000 2020,43.47372115942029,-84.86635913043477,#1e212b,503.21159420289854,15115.937681159421,1
121,Pennsylvania, USA,#BLM,Tue Jun 16 23:59:29 +0000 2020,40.62121128472223,-77.63372887731481,#1e212b,782.3564814814815,9051.620949074075,1
122,Florida, USA,#BLM,Tue Jun 16 23:59:23 +0000 2020,28.1400878021978,-82.12263065934067,#1e212b,927.0826373626373,33241.92747252747,2
123,Norwich, CT,#BLM,Tue Jun 16 23:59:22 +0000 2020,41.5495,-72.0882,#1e212b,543.0,203916.0,1
124,Morrison, IL,#BLM,Tue Jun 16 23:59:20 +0000 2020,41.8077,-89.9618,#1e212b,618.0,4022.0,1
126,Tacoma, WA,#BLM,Tue Jun 16 23:59:17 +0000 2020,47.2431,-122.4531,#1e212b,1657.0,213418.0,1
127,Corona, CA,#BLM,Tue Jun 16 23:59:17 +0000 2020,33.862,-117.5641,#1e212b,1643.0,167836.0,1
128,Virginia, USA,#BLM,Tue Jun 16 23:59:15 +0000 2020,37.7647656996587,-78.37606126279863,#1e212b,544.5238907849829,13988.131399317406,1
129,Washington, DC,#BLM,Tue Jun 16 23:59:14 +0000 2020,38.9047,-77.0163,#1e212b,4382.0,5289420.0,1
131,West Chester, PA,#BLM,Tue Jun 16 23:59:11 +0000 2020,39.9601,-75.6058,#1e212b,4195.0,20060.0,1
133,The Woodlands, TX,#BLM,Tue Jun 16 23:59:06 +0000 2020,30.1738,-95.5134,#1e212b,980.0,109608.0,1
134,Kennewick, WA,#BLM,Tue Jun 16 23:59:04 +0000 2020,46.1979,-119.1732,#1e212b,1147.0,232915.0,1
135,Brooklyn, NY,#BLM,Tue Jun 16 23:59:03 +0000 2020,40.6501,-73.9496,#1e212b,14606.0,2629150.0,1
136,Washington, DC,#MAGA,Tue Jun 16 20:58:05 +0000 2020,38.9047,-77.0163,#ffc800,4382.0,5289420.0,2
137,Washington, DC,#MAGA,Tue Jun 16 17:04:33 +0000 2020,38.9047,-77.0163,#ffc800,4382.0,5289420.0,2
138,California, USA,#MAGA,Tue Jun 16 23:59:58 +0000 2020,36.924938936877076,-120.18747089700997,#ffc800,956.9958139534883,39607.22724252492,2
140,Oregon, USA,#MAGA,Tue Jun 16 23:59:54 +0000 2020,44.56224297082228,-122.01842334217507,#ffc800,621.6392572944297,13825.602122015915,1
141,California, USA,#MAGA,Tue Jun 16 23:59:53 +0000 2020,36.924938936877076,-120.18747089700997,#ffc800,956.9958139534883,39607.22724252492,2
144,East Helena, MT,#MAGA,Tue Jun 16 23:59:40 +0000 2020,46.585,-111.9158,#ffc800,198.0,2067.0,1
145,Placerville, CA,#MAGA,Tue Jun 16 23:59:40 +0000 2020,38.7308,-120.7978,#ffc800,722.0,31260.0,1
146,Cleveland, Ohio,#MAGA,Tue Jun 16 23:59:39 +0000 2020,41.4767,-81.6805,#ffc800,1915.0,1730363.0,2
148,Portland, OR,#MAGA,Tue Jun 16 23:59:34 +0000 2020,45.5371,-122.65,#ffc800,1874.0,2052796.0,1
149,Illinois, USA,#MAGA,Tue Jun 16 23:59:34 +0000 2020,40.335685557184746,-89.03020461876832,#ffc800,554.2741935483871,13391.538856304986,1
150,New York, NY ,#MAGA,Tue Jun 16 23:59:33 +0000 2020,40.6943,-73.9249,#ffc800,11083.0,19354922.0,1
153,Phoenix, AZ,#MAGA,Tue Jun 16 23:59:27 +0000 2020,33.5722,-112.0891,#ffc800,1212.0,4081849.0,1
154,Cleveland, Ohio,#MAGA,Tue Jun 16 23:59:25 +0000 2020,41.4767,-81.6805,#ffc800,1915.0,1730363.0,2
155,Manhattan Beach, CA,#MAGA,Tue Jun 16 23:59:25 +0000 2020,33.8895,-118.3972,#ffc800,3522.0,35924.0,1
156,Rawlins, Wyoming,#MAGA,Tue Jun 16 23:59:19 +0000 2020,41.7849,-107.2265,#ffc800,414.0,8869.0,1
157,Richardson, TX,#MAGA,Tue Jun 16 23:59:18 +0000 2020,32.9717,-96.7092,#ffc800,1578.0,116783.0,1
158,Menlo Park, CA,#MAGA,Tue Jun 16 23:59:11 +0000 2020,37.4686,-122.1672,#ffc800,1324.0,34357.0,1
159,Columbia City, IN,#MAGA,Tue Jun 16 23:59:10 +0000 2020,41.1612,-85.4855,#ffc800,640.0,9535.0,1
160,South Carolina, USA,#MAGA,Tue Jun 16 23:59:05 +0000 2020,34.02741446700507,-81.11013807106599,#ffc800,310.6446700507614,11497.964467005077,1
162,Mooresville, NC,#MAGA,Tue Jun 16 23:58:56 +0000 2020,35.5849,-80.8266,#ffc800,597.0,37820.0,1
163,Michigan, USA,#MAGA,Tue Jun 16 23:58:51 +0000 2020,43.47372115942029,-84.86635913043477,#ffc800,503.21159420289854,15115.937681159421,1
165,Monterey, CA,#ProChoice,Tue Jun 16 23:39:49 +0000 2020,36.5922,-121.8807,#ff8427,1280.0,28639.0,1
166,Portland, Oregon,#ProChoice,Tue Jun 16 22:39:08 +0000 2020,45.5371,-122.65,#ff8427,1874.0,2052796.0,1
167,Great Falls, MT,#ProChoice,Tue Jun 16 22:33:20 +0000 2020,47.5022,-111.2995,#ff8427,990.0,65624.0,1
168,Detroit, MI,#ProChoice,Tue Jun 16 22:25:10 +0000 2020,42.3834,-83.1024,#ff8427,1873.0,3522206.0,1
170,Stony Brook, NY,#ProChoice,Tue Jun 16 21:00:22 +0000 2020,40.906,-73.1278,#ff8427,884.0,13308.0,1
171,Illinois, USA,#ProChoice,Tue Jun 16 20:47:22 +0000 2020,40.335685557184746,-89.03020461876832,#ff8427,554.2741935483871,13391.538856304986,1
172,Washington, DC,#ProChoice,Tue Jun 16 20:45:54 +0000 2020,38.9047,-77.0163,#ff8427,4382.0,5289420.0,1
173,Texas, USA,#ProChoice,Tue Jun 16 20:40:30 +0000 2020,30.65436949941793,-97.80444208381839,#ff8427,467.07974388824215,19220.278230500582,1
174,Pennsylvania, USA,#ProChoice,Tue Jun 16 20:36:56 +0000 2020,40.62121128472223,-77.63372887731481,#ff8427,782.3564814814815,9051.620949074075,2
175,Minneapolis, MN,#ProChoice,Tue Jun 16 20:35:23 +0000 2020,44.9635,-93.2678,#ff8427,3019.0,2926757.0,1
176,California, USA,#ProChoice,Tue Jun 16 20:27:43 +0000 2020,36.924938936877076,-120.18747089700997,#ff8427,956.9958139534883,39607.22724252492,2
178,California, USA,#ProChoice,Tue Jun 16 20:21:14 +0000 2020,36.924938936877076,-120.18747089700997,#ff8427,956.9958139534883,39607.22724252492,2
180,Redondo Beach, CA,#ProChoice,Tue Jun 16 19:55:53 +0000 2020,33.8574,-118.3766,#ff8427,4230.0,67908.0,1
181,Oakland, California,#ProChoice,Tue Jun 16 18:59:43 +0000 2020,37.7903,-122.2165,#ff8427,2937.0,425195.0,1
183,Arizona, USA,#ProChoice,Tue Jun 16 17:00:41 +0000 2020,33.872523318385646,-111.58644260089687,#ff8427,204.72869955156952,21483.224215246635,1
186,Pennsylvania, USA,#ProChoice,Tue Jun 16 16:32:45 +0000 2020,40.62121128472223,-77.63372887731481,#ff8427,782.3564814814815,9051.620949074075,2
187,Rancho Palos Verdes, CA,#ProChoice,Tue Jun 16 15:56:30 +0000 2020,33.7554,-118.3637,#ff8427,1214.0,42364.0,1
188,New York, NY,#ProChoice,Tue Jun 16 15:15:24 +0000 2020,40.6943,-73.9249,#ff8427,11083.0,19354922.0,1
189,Midland, TX,#ProChoice,Tue Jun 16 15:07:22 +0000 2020,32.0249,-102.1137,#ff8427,706.0,144247.0,1
190,Woodbury, MN,#ProLife,Tue Jun 16 15:09:34 +0000 2020,44.9056,-92.923,#564787,771.0,69756.0,1
191,Missouri, USA/San Pedro,#ProLife,Tue Jun 16 23:59:47 +0000 2020,38.46613426911907,-92.43911626331074,#564787,405.15663117134557,7224.933204259439,1
192,Texas, USA,#ProLife,Tue Jun 16 23:58:11 +0000 2020,30.65436949941793,-97.80444208381839,#564787,467.07974388824215,19220.278230500582,2
194,San Antonio, TX,#ProLife,Tue Jun 16 23:57:21 +0000 2020,29.4658,-98.5254,#564787,1204.0,2002530.0,1
195,Woodstock, GA,#ProLife,Tue Jun 16 23:57:06 +0000 2020,34.1026,-84.5085,#564787,1009.0,31564.0,1
196,California, USA,#ProLife,Tue Jun 16 23:56:22 +0000 2020,36.924938936877076,-120.18747089700997,#564787,956.9958139534883,39607.22724252492,1
197,Texas, USA,#ProLife,Tue Jun 16 23:55:55 +0000 2020,30.65436949941793,-97.80444208381839,#564787,467.07974388824215,19220.278230500582,2
198,Virginia, USA,#ProLife,Tue Jun 16 23:55:22 +0000 2020,37.7647656996587,-78.37606126279863,#564787,544.5238907849829,13988.131399317406,2
199,Maine, USA,#ProLife,Tue Jun 16 23:54:44 +0000 2020,44.11133170731708,-69.8144756097561,#564787,252.90243902439025,15044.658536585366,1
200,Florida, USA,#ProLife,Tue Jun 16 23:52:04 +0000 2020,28.1400878021978,-82.12263065934067,#564787,927.0826373626373,33241.92747252747,1
201,Massachusetts, USA,#ProLife,Tue Jun 16 23:51:18 +0000 2020,42.08924751773049,-71.18091205673758,#564787,1008.886524822695,63636.99290780142,1
202,Georgia, USA,#ProLife,Tue Jun 16 23:49:20 +0000 2020,32.96564403225806,-83.57147564516129,#564787,315.7548387096774,17340.274193548386,3
203,Indiana, USA,#ProLife,Tue Jun 16 23:48:06 +0000 2020,39.980345575221236,-86.28141401179941,#564787,507.0575221238938,9087.176991150442,1
204,Virginia, USA,#ProLife,Tue Jun 16 23:47:55 +0000 2020,37.7647656996587,-78.37606126279863,#564787,544.5238907849829,13988.131399317406,2
205,New Jersey, USA,#ProLife,Tue Jun 16 23:47:52 +0000 2020,40.32016673040153,-74.52402217973231,#564787,1469.2390057361376,10892.99808795411,1
206,Jacksonville, Florida,#ProLife,Tue Jun 16 23:47:44 +0000 2020,30.3322,-81.6749,#564787,460.0,1156291.0,1
207,Loves Park, IL,#ProLife,Tue Jun 16 23:47:06 +0000 2020,42.3365,-88.9975,#564787,549.0,23387.0,1
208,Melrose, MA,#ProLife,Tue Jun 16 23:46:44 +0000 2020,42.4556,-71.059,#564787,2338.0,28367.0,1
209,Wisconsin, USA,#ProLife,Tue Jun 16 23:46:30 +0000 2020,44.158926070038916,-89.66840869001297,#564787,323.35927367055774,7699.124513618677,1
210,Miami, Florida,#ProLife,Tue Jun 16 23:45:45 +0000 2020,25.7839,-80.2102,#564787,4969.0,6381966.0,1
211,Orlando, FL,#ProLife,Tue Jun 16 23:44:50 +0000 2020,28.4772,-81.3369,#564787,982.0,1776841.0,1
212,Alabama, USA,#ProLife,Tue Jun 16 23:44:48 +0000 2020,32.94153133561644,-86.74674229452056,#564787,145.04965753424656,7362.020547945205,2
213,Idaho Falls, ID,#ProLife,Tue Jun 16 23:43:59 +0000 2020,43.4872,-112.0363,#564787,1009.0,97548.0,1
214,Georgia, USA,#ProLife,Tue Jun 16 23:43:17 +0000 2020,32.96564403225806,-83.57147564516129,#564787,315.7548387096774,17340.274193548386,3
215,Albuquerque, NM,#ProLife,Tue Jun 16 23:43:10 +0000 2020,35.1053,-106.6464,#564787,1151.0,758523.0,1
218,Georgia, USA,#ProLife,Tue Jun 16 23:42:31 +0000 2020,32.96564403225806,-83.57147564516129,#564787,315.7548387096774,17340.274193548386,3
219,Liberty, NC,#ProLife,Tue Jun 16 23:42:00 +0000 2020,35.8556,-79.5682,#564787,327.0,2659.0,1
220,Nashville, TN,#ProLife,Tue Jun 16 23:39:57 +0000 2020,36.1715,-86.7843,#564787,541.0,1076645.0,1
221,Alabama, USA,#ProLife,Tue Jun 16 23:39:46 +0000 2020,32.94153133561644,-86.74674229452056,#564787,145.04965753424656,7362.020547945205,2
222,Pittsburgh, PA,#ProLife,Tue Jun 16 23:37:19 +0000 2020,40.4396,-79.9763,#564787,2108.0,1715297.0,1
223,West Virginia, USA,#BlueLivesMurder,Tue Jun 16 21:28:49 +0000 2020,38.60089108910891,-80.84658366336635,#dbcbd8,363.8737623762376,3405.658415841584,1
224,Miami Beach, FL,#BlueLivesMurder,Tue Jun 16 20:20:28 +0000 2020,25.8171,-80.1396,#dbcbd8,4633.0,92307.0,1
225,Chattanooga, TN,#BlueLivesMurder,Tue Jun 16 19:28:30 +0000 2020,35.0657,-85.2487,#dbcbd8,483.0,407182.0,1
227,Broken Arrow, OK,#BlueLivesMurder,Tue Jun 16 18:13:32 +0000 2020,36.0365,-95.7809,#dbcbd8,676.0,108303.0,1
228,Georgia, USA  (Cherokee country),#BlueLivesMurder,Tue Jun 16 16:47:01 +0000 2020,32.96564403225806,-83.57147564516129,#dbcbd8,315.7548387096774,17340.274193548386,1
229,New York, NY,#BlueLivesMurder,Tue Jun 16 16:42:22 +0000 2020,40.6943,-73.9249,#dbcbd8,11083.0,19354922.0,1
231,Ohio, USA,#BlueLivesMurder,Tue Jun 16 16:34:58 +0000 2020,40.35181636212625,-82.80448712624585,#dbcbd8,549.1569767441861,11432.45265780731,1
232,Nashville, TN,#BlueLivesMurder,Tue Jun 16 16:30:45 +0000 2020,36.1715,-86.7843,#dbcbd8,541.0,1076645.0,1
233,Arizona, USA,#BlueLivesMurder,Tue Jun 16 16:30:23 +0000 2020,33.872523318385646,-111.58644260089687,#dbcbd8,204.72869955156952,21483.224215246635,1
234,North Carolina, USA,#BlueLivesMurder,Tue Jun 16 16:28:02 +0000 2020,35.439809510869566,-79.32081358695652,#dbcbd8,296.32065217391306,12504.385869565218,1
235,Syracuse, NY,#BlueLivesMurder,Tue Jun 16 16:25:46 +0000 2020,43.0409,-76.1438,#dbcbd8,2212.0,407259.0,1
236,Richmond, VA,#BlueLivesMurder,Tue Jun 16 14:52:04 +0000 2020,37.5295,-77.4756,#dbcbd8,1463.0,1059907.0,1
237,Portland, OR,#BlueLivesMurder,Tue Jun 16 08:27:28 +0000 2020,45.5371,-122.65,#dbcbd8,1874.0,2052796.0,1
238,Beverly Hills, California,#BlueLivesMurder,Tue Jun 16 07:01:20 +0000 2020,34.0786,-118.4021,#dbcbd8,2332.0,34484.0,1
240,Milwaukee, WI,#BlueLivesMurder,Tue Jun 16 06:15:01 +0000 2020,43.0642,-87.9673,#dbcbd8,2389.0,1377808.0,1
241,Las Vegas, NV,#BlueLivesMurder,Tue Jun 16 05:30:30 +0000 2020,36.2333,-115.2654,#dbcbd8,1747.0,2073045.0,1
244,Los Angeles, CA,#BlueLivesMurder,Tue Jun 16 01:37:59 +0000 2020,34.1139,-118.4068,#dbcbd8,3295.0,12815475.0,1
245,California, USA,#DisarmthePolice,Tue Jun 16 23:47:51 +0000 2020,36.924938936877076,-120.18747089700997,#562c2c,956.9958139534883,39607.22724252492,4
246,California, USA,#DisarmthePolice,Tue Jun 16 23:33:02 +0000 2020,36.924938936877076,-120.18747089700997,#562c2c,956.9958139534883,39607.22724252492,4
247,Georgia, USA,#DisarmthePolice,Tue Jun 16 23:26:03 +0000 2020,32.96564403225806,-83.57147564516129,#562c2c,315.7548387096774,17340.274193548386,2
248,Los Angeles, CA,#DisarmthePolice,Tue Jun 16 23:15:59 +0000 2020,34.1139,-118.4068,#562c2c,3295.0,12815475.0,3
249,Boston, MA,#DisarmthePolice,Tue Jun 16 23:08:42 +0000 2020,42.3188,-71.0846,#562c2c,5472.0,4637537.0,1
250,Los Angeles, CA,#DisarmthePolice,Tue Jun 16 23:04:39 +0000 2020,34.1139,-118.4068,#562c2c,3295.0,12815475.0,3
252,Jefferson, GA,#DisarmthePolice,Tue Jun 16 22:46:55 +0000 2020,34.1371,-83.6022,#562c2c,191.0,12330.0,1
253,Ann Arbor, MI,#DisarmthePolice,Tue Jun 16 22:41:36 +0000 2020,42.2755,-83.7312,#562c2c,1680.0,326288.0,1
254,Wichita, KS,#DisarmthePolice,Tue Jun 16 22:09:23 +0000 2020,37.6897,-97.3441,#562c2c,935.0,483057.0,1
255,Darby, PA,#DisarmthePolice,Tue Jun 16 22:03:10 +0000 2020,39.921,-75.2611,#562c2c,4905.0,10700.0,1
256,Atlanta, GA,#DisarmthePolice,Tue Jun 16 21:49:16 +0000 2020,33.7627,-84.4225,#562c2c,1384.0,5228750.0,1
257,Norfolk, VA,#DisarmthePolice,Tue Jun 16 21:30:10 +0000 2020,36.8945,-76.259,#562c2c,1773.0,244703.0,1
259,California, USA,#DisarmthePolice,Tue Jun 16 20:17:52 +0000 2020,36.924938936877076,-120.18747089700997,#562c2c,956.9958139534883,39607.22724252492,4
260,San Bernardino, CA,#DisarmthePolice,Tue Jun 16 18:56:41 +0000 2020,34.1417,-117.2945,#562c2c,1350.0,216995.0,1
261,Los Angeles, CA,#DisarmthePolice,Tue Jun 16 18:55:36 +0000 2020,34.1139,-118.4068,#562c2c,3295.0,12815475.0,3
263,Seattle, WA,#DisarmthePolice,Tue Jun 16 18:47:21 +0000 2020,47.6211,-122.3244,#562c2c,3336.0,3643765.0,1
264,New York, NY,#DisarmthePolice,Tue Jun 16 18:25:52 +0000 2020,40.6943,-73.9249,#562c2c,11083.0,19354922.0,1
265,Boise, ID,#DisarmthePolice,Tue Jun 16 18:15:37 +0000 2020,43.6007,-116.2312,#562c2c,1045.0,385218.0,1
266,California, USA,#DisarmthePolice,Tue Jun 16 18:09:25 +0000 2020,36.924938936877076,-120.18747089700997,#562c2c,956.9958139534883,39607.22724252492,4
267,Oregon, USA,#DisarmthePolice,Tue Jun 16 18:09:05 +0000 2020,44.56224297082228,-122.01842334217507,#562c2c,621.6392572944297,13825.602122015915,1
268,Georgia, USA,#DisarmthePolice,Tue Jun 16 17:55:09 +0000 2020,32.96564403225806,-83.57147564516129,#562c2c,315.7548387096774,17340.274193548386,2
269,Arizona, USA,#DisarmthePolice,Tue Jun 16 17:44:53 +0000 2020,33.872523318385646,-111.58644260089687,#562c2c,204.72869955156952,21483.224215246635,1
272,Omaha, NE,#DisarmthePolice,Tue Jun 16 17:36:07 +0000 2020,41.2628,-96.0498,#562c2c,1304.0,827786.0,1
273,Missouri, USA,#DisarmthePolice,Tue Jun 16 17:35:50 +0000 2020,38.46613426911907,-92.43911626331074,#562c2c,405.15663117134557,7224.933204259439,1
275,Butler, PA,#DisarmthePolice,Tue Jun 16 14:41:48 +0000 2020,40.8615,-79.8962,#562c2c,1861.0,38447.0,1
276,New York, USA,BlackLivesMatter,Tue Jun 16 14:30:47 +0000 2020,42.11192215013902,-75.02628554216868,#f2542d,970.2613531047266,35076.80815569972,3
277,Oregon, USA,BlackLivesMatter,Tue Jun 16 23:59:59 +0000 2020,44.56224297082228,-122.01842334217507,#f2542d,621.6392572944297,13825.602122015915,1
278,New York, USA,BlackLivesMatter,Tue Jun 16 23:59:59 +0000 2020,42.11192215013902,-75.02628554216868,#f2542d,970.2613531047266,35076.80815569972,3
279,Hayward, CA,BlackLivesMatter,Tue Jun 16 23:59:59 +0000 2020,37.6328,-122.0772,#f2542d,1360.0,160500.0,1
283,Madison, WI,BlackLivesMatter,Tue Jun 16 23:59:55 +0000 2020,43.0827,-89.3923,#f2542d,1250.0,439553.0,2
285,Minneapolis, MN,BlackLivesMatter,Tue Jun 16 23:59:51 +0000 2020,44.9635,-93.2678,#f2542d,3019.0,2926757.0,2
286,San Francisco, California,BlackLivesMatter,Tue Jun 16 23:59:51 +0000 2020,37.7562,-122.443,#f2542d,7286.0,3603761.0,1
288,New Jersey, USA,BlackLivesMatter,Tue Jun 16 23:59:49 +0000 2020,40.32016673040153,-74.52402217973231,#f2542d,1469.2390057361376,10892.99808795411,1
289,California, USA,BlackLivesMatter,Tue Jun 16 23:59:48 +0000 2020,36.924938936877076,-120.18747089700997,#f2542d,956.9958139534883,39607.22724252492,2
290,Madison, WI,BlackLivesMatter,Tue Jun 16 23:59:48 +0000 2020,43.0827,-89.3923,#f2542d,1250.0,439553.0,2
292,Seattle, WA,BlackLivesMatter,Tue Jun 16 23:59:47 +0000 2020,47.6211,-122.3244,#f2542d,3336.0,3643765.0,2
293,Missouri, USA/San Pedro,BlackLivesMatter,Tue Jun 16 23:59:47 +0000 2020,38.46613426911907,-92.43911626331074,#f2542d,405.15663117134557,7224.933204259439,1
294,Minneapolis, MN ,BlackLivesMatter,Tue Jun 16 23:59:46 +0000 2020,44.9635,-93.2678,#f2542d,3019.0,2926757.0,2
295,California, USA,BlackLivesMatter,Tue Jun 16 23:59:46 +0000 2020,36.924938936877076,-120.18747089700997,#f2542d,956.9958139534883,39607.22724252492,2
296,New York, USA,BlackLivesMatter,Tue Jun 16 23:59:46 +0000 2020,42.11192215013902,-75.02628554216868,#f2542d,970.2613531047266,35076.80815569972,3
297,Jasonville, IN,BlackLivesMatter,Tue Jun 16 23:59:45 +0000 2020,39.1619,-87.1995,#f2542d,632.0,2145.0,1
