,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
298,Dallas, TX,BlackLivesMatter,Tue Jun 16 23:59:45 +0000 2020,32.7936,-96.7662,#f2542d,1524.0,5733259.0,1
299,Georgia, USA,BlackLivesMatter,Tue Jun 16 23:59:44 +0000 2020,32.96564403225806,-83.57147564516129,#f2542d,315.7548387096774,17340.274193548386,1
300,Oceanside, CA,BlackLivesMatter,Tue Jun 16 23:59:44 +0000 2020,33.2247,-117.3083,#f2542d,1649.0,176193.0,1
301,Seattle, WA,BlackLivesMatter,Tue Jun 16 23:59:43 +0000 2020,47.6211,-122.3244,#f2542d,3336.0,3643765.0,2
302,Charlottesville, VA,BlackLivesMatter,Tue Jun 16 23:59:43 +0000 2020,38.0375,-78.4855,#f2542d,1809.0,102016.0,1
305,Birmingham, AL,BlackLivesMatter,Tue Jun 16 23:59:40 +0000 2020,33.5277,-86.7987,#f2542d,556.0,744189.0,1
306,Central Point, OR,BlackLivesMatter,Tue Jun 16 23:59:40 +0000 2020,42.3765,-122.911,#f2542d,1794.0,18234.0,1
307,Honolulu, HI,BlackLivesMatter,Tue Jun 16 23:59:36 +0000 2020,21.3294,-157.846,#f2542d,2234.0,833671.0,1
308,Los Angeles, CA,BlackLivesMatter,Tue Jun 16 23:59:35 +0000 2020,34.1139,-118.4068,#f2542d,3295.0,12815475.0,1
309,Minnesota, USA,BlackLivesMatter,Tue Jun 16 23:59:34 +0000 2020,45.4967491638796,-94.2840231884058,#f2542d,328.11371237458195,8110.9988851727985,1
310,Detroit, MI,#WhiteLivesMatter,Tue Jun 16 23:55:42 +0000 2020,42.3834,-83.1024,#e6194B,1873.0,3522206.0,1
313,West Lake Hills, Texas,#WhiteLivesMatter,Tue Jun 16 23:50:44 +0000 2020,30.2919,-97.8084,#e6194B,362.0,3396.0,1
316,Ohio, USA,#WhiteLivesMatter,Tue Jun 16 23:29:24 +0000 2020,40.35181636212625,-82.80448712624585,#e6194B,549.1569767441861,11432.45265780731,2
320,Honolulu, HI,#WhiteLivesMatter,Tue Jun 16 23:01:29 +0000 2020,21.3294,-157.846,#e6194B,2234.0,833671.0,1
321,West Virginia, USA,#WhiteLivesMatter,Tue Jun 16 22:58:15 +0000 2020,38.60089108910891,-80.84658366336635,#e6194B,363.8737623762376,3405.658415841584,1
324,Ohio, USA,#WhiteLivesMatter,Tue Jun 16 22:51:18 +0000 2020,40.35181636212625,-82.80448712624585,#e6194B,549.1569767441861,11432.45265780731,2
326,Bohemia, NY,#redpill,Tue Jun 16 23:56:37 +0000 2020,40.7717,-73.1271,#3cb44b,416.0,9282.0,1
327,Huntington Beach, CA,#redpill,Tue Jun 16 23:55:15 +0000 2020,33.696,-118.0025,#3cb44b,2886.0,201874.0,1
329,Indiana, USA,#redpill,Tue Jun 16 23:40:44 +0000 2020,39.980345575221236,-86.28141401179941,#3cb44b,507.0575221238938,9087.176991150442,1
330,Minneapolis, MN,#redpill,Tue Jun 16 23:39:15 +0000 2020,44.9635,-93.2678,#3cb44b,3019.0,2926757.0,1
332,Chattanooga, TN,#redpill,Tue Jun 16 23:19:07 +0000 2020,35.0657,-85.2487,#3cb44b,483.0,407182.0,1
333,Waukegan, IL,#redpill,Tue Jun 16 23:16:22 +0000 2020,42.3697,-87.8716,#3cb44b,1396.0,87729.0,1
335,Miami, FL,#redpill,Tue Jun 16 23:09:59 +0000 2020,25.7839,-80.2102,#3cb44b,4969.0,6381966.0,1
338,Mississippi, USA,#redpill,Tue Jun 16 23:00:30 +0000 2020,32.897958448753464,-89.6104265927978,#3cb44b,238.14681440443212,5752.02216066482,1
339,Durham, North Carolina,#redpill,Tue Jun 16 22:44:22 +0000 2020,35.9795,-78.9032,#3cb44b,921.0,407575.0,1
340,North Carolina, USA,#redpill,Tue Jun 16 22:40:44 +0000 2020,35.439809510869566,-79.32081358695652,#3cb44b,296.32065217391306,12504.385869565218,1
341,Minnesota, USA,#redpill,Tue Jun 16 22:35:41 +0000 2020,45.4967491638796,-94.2840231884058,#3cb44b,328.11371237458195,8110.9988851727985,1
342,Newport Beach, CA,#redpill,Tue Jun 16 22:30:09 +0000 2020,33.6151,-117.8669,#3cb44b,1396.0,86160.0,1
343,Chicago, IL,#redpill,Tue Jun 16 22:21:39 +0000 2020,41.8373,-87.6862,#3cb44b,4612.0,8675982.0,1
344,Tucson, AZ,#redpill,Tue Jun 16 22:12:15 +0000 2020,32.1545,-110.8782,#3cb44b,868.0,868391.0,1
345,Mulberry, Florida,#redpill,Tue Jun 16 22:09:04 +0000 2020,27.9058,-81.9873,#3cb44b,257.0,4118.0,1
346,Surprise, Arizona,#redpill,Tue Jun 16 21:53:28 +0000 2020,33.68,-112.4524,#3cb44b,478.0,134085.0,1
347,Texas, USA,#redpill,Tue Jun 16 21:41:25 +0000 2020,30.65436949941793,-97.80444208381839,#3cb44b,467.07974388824215,19220.278230500582,1
350,Florida, USA,#redpill,Tue Jun 16 21:27:14 +0000 2020,28.1400878021978,-82.12263065934067,#3cb44b,927.0826373626373,33241.92747252747,2
351,Austin, TX,#redpill,Tue Jun 16 21:13:45 +0000 2020,30.3006,-97.7517,#3cb44b,1144.0,1638716.0,1
352,Maine, USA,#redpill,Tue Jun 16 21:07:49 +0000 2020,44.11133170731708,-69.8144756097561,#3cb44b,252.90243902439025,15044.658536585366,1
353,Las Vegas, NV,#redpill,Tue Jun 16 20:56:27 +0000 2020,36.2333,-115.2654,#3cb44b,1747.0,2073045.0,1
354,Florida, USA,#redpill,Tue Jun 16 20:53:23 +0000 2020,28.1400878021978,-82.12263065934067,#3cb44b,927.0826373626373,33241.92747252747,2
355,Cleveland, OH,#redpill,Tue Jun 16 20:47:36 +0000 2020,41.4767,-81.6805,#3cb44b,1915.0,1730363.0,1
357,Boston, MA,AllLivesMatter,Tue Jun 16 23:58:43 +0000 2020,42.3188,-71.0846,#ffe119,5472.0,4637537.0,1
358,New York, NY,AllLivesMatter,Tue Jun 16 23:58:33 +0000 2020,40.6943,-73.9249,#ffe119,11083.0,19354922.0,1
359,Texas, USA,AllLivesMatter,Tue Jun 16 23:58:30 +0000 2020,30.65436949941793,-97.80444208381839,#ffe119,467.07974388824215,19220.278230500582,1
360,California, USA,AllLivesMatter,Tue Jun 16 23:58:25 +0000 2020,36.924938936877076,-120.18747089700997,#ffe119,956.9958139534883,39607.22724252492,1
361,Pennsylvania, USA,AllLivesMatter,Tue Jun 16 23:58:08 +0000 2020,40.62121128472223,-77.63372887731481,#ffe119,782.3564814814815,9051.620949074075,1
362,Houston, TX,AllLivesMatter,Tue Jun 16 23:57:51 +0000 2020,29.7869,-95.3905,#ffe119,1401.0,5446468.0,1
364,McKinney, TX,AllLivesMatter,Tue Jun 16 23:57:25 +0000 2020,33.2016,-96.6669,#ffe119,1045.0,235134.0,1
366,Massachusetts, USA,AllLivesMatter,Tue Jun 16 23:57:08 +0000 2020,42.08924751773049,-71.18091205673758,#ffe119,1008.886524822695,63636.99290780142,1
367,Illinois, USA,AllLivesMatter,Tue Jun 16 23:57:06 +0000 2020,40.335685557184746,-89.03020461876832,#ffe119,554.2741935483871,13391.538856304986,1
369,Colorado, USA,AllLivesMatter,Tue Jun 16 23:56:29 +0000 2020,39.18856197802197,-105.29543868131867,#ffe119,446.1802197802198,16481.65274725275,1
370,Jacksonville, FL,AllLivesMatter,Tue Jun 16 23:56:16 +0000 2020,30.3322,-81.6749,#ffe119,460.0,1156291.0,1
371,Detroit, MI,AllLivesMatter,Tue Jun 16 23:55:42 +0000 2020,42.3834,-83.1024,#ffe119,1873.0,3522206.0,1
376,Irvine,CA,AllLivesMatter,Tue Jun 16 23:53:48 +0000 2020,33.6772,-117.7738,#ffe119,1633.0,277453.0,1
377,Arizona, USA,AllLivesMatter,Tue Jun 16 23:53:48 +0000 2020,33.872523318385646,-111.58644260089687,#ffe119,204.72869955156952,21483.224215246635,1
378,AZ, CO,AllLivesMatter,Tue Jun 16 23:53:41 +0000 2020,33.872523318385646,-111.58644260089687,#ffe119,204.72869955156952,21483.224215246635,1
379,Fullerton, CA,AllLivesMatter,Tue Jun 16 23:53:06 +0000 2020,33.8841,-117.9279,#ffe119,2416.0,140392.0,1
381,Virginia, USA,#COVID19,Tue Jun 16 23:59:59 +0000 2020,37.7647656996587,-78.37606126279863,#4363d8,544.5238907849829,13988.131399317406,2
382,Houston, Texas,#COVID19,Tue Jun 16 23:59:59 +0000 2020,29.7869,-95.3905,#4363d8,1401.0,5446468.0,3
383,California, USA,#COVID19,Tue Jun 16 23:59:59 +0000 2020,36.924938936877076,-120.18747089700997,#4363d8,956.9958139534883,39607.22724252492,1
384,Hemet, CA,#COVID19,Tue Jun 16 23:59:58 +0000 2020,33.7341,-116.9969,#4363d8,1123.0,176892.0,1
388,Austin, TX,#COVID19,Tue Jun 16 23:59:57 +0000 2020,30.3006,-97.7517,#4363d8,1144.0,1638716.0,1
391,Manhattan, NY,#COVID19,Tue Jun 16 23:59:54 +0000 2020,40.7834,-73.9662,#4363d8,27799.0,1643734.0,1
393,Santa Clarita, CA,#COVID19,Tue Jun 16 23:59:53 +0000 2020,34.4155,-118.4992,#4363d8,1235.0,309378.0,1
394,San Francisco, CA,#COVID19,Tue Jun 16 23:59:53 +0000 2020,37.7562,-122.443,#4363d8,7286.0,3603761.0,1
395,Dallas, TX,#COVID19,Tue Jun 16 23:59:52 +0000 2020,32.7936,-96.7662,#4363d8,1524.0,5733259.0,1
398,San Antonio, TX,#COVID19,Tue Jun 16 23:59:50 +0000 2020,29.4658,-98.5254,#4363d8,1204.0,2002530.0,1
399,Spokane, WA,#COVID19,Tue Jun 16 23:59:49 +0000 2020,47.6671,-117.433,#4363d8,1218.0,403043.0,1
401,North Carolina, USA,#COVID19,Tue Jun 16 23:59:48 +0000 2020,35.439809510869566,-79.32081358695652,#4363d8,296.32065217391306,12504.385869565218,1
402,Virginia, USA,#COVID19,Tue Jun 16 23:59:47 +0000 2020,37.7647656996587,-78.37606126279863,#4363d8,544.5238907849829,13988.131399317406,2
403,Houston, Texas,#COVID19,Tue Jun 16 23:59:46 +0000 2020,29.7869,-95.3905,#4363d8,1401.0,5446468.0,3
404,Houston, Texas,#COVID19,Tue Jun 16 23:59:46 +0000 2020,29.7869,-95.3905,#4363d8,1401.0,5446468.0,3
406,Minnesota, USA,#COVID19,Tue Jun 16 23:59:43 +0000 2020,45.4967491638796,-94.2840231884058,#4363d8,328.11371237458195,8110.9988851727985,1
408,Texas, USA,#COVID19,Tue Jun 16 23:59:41 +0000 2020,30.65436949941793,-97.80444208381839,#4363d8,467.07974388824215,19220.278230500582,1
409,Rancho Santa Margarita, CA,#COVID19,Tue Jun 16 23:59:40 +0000 2020,33.6317,-117.5989,#4363d8,1461.0,48793.0,1
412,Pacifica, CA,#masculinity,Tue Jun 16 23:06:26 +0000 2020,37.6112,-122.4781,#f58231,1192.0,39087.0,1
413,Pennsylvania, USA,#masculinity,Tue Jun 16 22:03:13 +0000 2020,40.62121128472223,-77.63372887731481,#f58231,782.3564814814815,9051.620949074075,1
414,Chicago, IL,#masculinity,Tue Jun 16 21:58:52 +0000 2020,41.8373,-87.6862,#f58231,4612.0,8675982.0,1
416,Michigan, USA,#masculinity,Tue Jun 16 20:13:26 +0000 2020,43.47372115942029,-84.86635913043477,#f58231,503.21159420289854,15115.937681159421,1
418,San Francisco, CA,#masculinity,Tue Jun 16 19:52:48 +0000 2020,37.7562,-122.443,#f58231,7286.0,3603761.0,2
421,Cape Coral, FL,#masculinity,Tue Jun 16 18:48:22 +0000 2020,26.6445,-81.9955,#f58231,669.0,630134.0,1
425,New York, NY,#masculinity,Tue Jun 16 17:23:50 +0000 2020,40.6943,-73.9249,#f58231,11083.0,19354922.0,3
426,Missoula, MT,#masculinity,Tue Jun 16 17:06:22 +0000 2020,46.8685,-114.0095,#f58231,967.0,90218.0,1
427,Raleigh, NC,#masculinity,Tue Jun 16 16:53:19 +0000 2020,35.8324,-78.6438,#f58231,1235.0,1018336.0,1
428,San Diego, CA,#masculinity,Tue Jun 16 16:49:40 +0000 2020,32.8312,-117.1225,#f58231,1683.0,3210314.0,1
431,New York, NY,#masculinity,Tue Jun 16 15:34:31 +0000 2020,40.6943,-73.9249,#f58231,11083.0,19354922.0,3
433,New Orleans, LA,#masculinity,Tue Jun 16 15:30:00 +0000 2020,30.0687,-89.9288,#f58231,896.0,1029123.0,1
434,Cedar Park, TX,#masculinity,Tue Jun 16 15:08:57 +0000 2020,30.5105,-97.8197,#f58231,1153.0,75704.0,1
437,Fort Worth, TX,#masculinity,Tue Jun 16 13:25:32 +0000 2020,32.7812,-97.3472,#f58231,978.0,874168.0,1
438,Atlanta, GA,#masculinity,Tue Jun 16 12:46:14 +0000 2020,33.7627,-84.4225,#f58231,1384.0,5228750.0,1
439,Texas, USA,#masculinity,Tue Jun 16 12:39:49 +0000 2020,30.65436949941793,-97.80444208381839,#f58231,467.07974388824215,19220.278230500582,1
443,San Francisco, CA,#masculinity,Tue Jun 16 06:01:02 +0000 2020,37.7562,-122.443,#f58231,7286.0,3603761.0,2
444,New York, USA,#masculinity,Tue Jun 16 02:48:30 +0000 2020,42.11192215013902,-75.02628554216868,#f58231,970.2613531047266,35076.80815569972,3
446,Mesa, AZ,#Republican,Tue Jun 16 23:58:53 +0000 2020,33.4017,-111.7181,#911eb4,1388.0,496401.0,1
448,Pennsylvania, USA,#Republican,Tue Jun 16 23:55:15 +0000 2020,40.62121128472223,-77.63372887731481,#911eb4,782.3564814814815,9051.620949074075,2
449,Pennsylvania, USA,#Republican,Tue Jun 16 23:50:41 +0000 2020,40.62121128472223,-77.63372887731481,#911eb4,782.3564814814815,9051.620949074075,2
450,New York, NY,#Republican,Tue Jun 16 23:46:47 +0000 2020,40.6943,-73.9249,#911eb4,11083.0,19354922.0,1
451,California, USA,#Republican,Tue Jun 16 23:44:00 +0000 2020,36.924938936877076,-120.18747089700997,#911eb4,956.9958139534883,39607.22724252492,3
452,New Jersey, USA,#Republican,Tue Jun 16 23:42:04 +0000 2020,40.32016673040153,-74.52402217973231,#911eb4,1469.2390057361376,10892.99808795411,3
453,Dallas, TX,#Republican,Tue Jun 16 23:39:02 +0000 2020,32.7936,-96.7662,#911eb4,1524.0,5733259.0,1
454,California, USA,#Republican,Tue Jun 16 23:35:55 +0000 2020,36.924938936877076,-120.18747089700997,#911eb4,956.9958139534883,39607.22724252492,3
455,Arizona, USA,#Republican,Tue Jun 16 23:32:57 +0000 2020,33.872523318385646,-111.58644260089687,#911eb4,204.72869955156952,21483.224215246635,1
456,South Carolina, USA,#Republican,Tue Jun 16 23:30:09 +0000 2020,34.02741446700507,-81.11013807106599,#911eb4,310.6446700507614,11497.964467005077,1
457,Louisiana, USA,#Republican,Tue Jun 16 23:29:30 +0000 2020,30.981620886075948,-91.83754514767932,#911eb4,337.1308016877637,10326.888185654008,1
458,Texas, USA,#Republican,Tue Jun 16 23:26:21 +0000 2020,30.65436949941793,-97.80444208381839,#911eb4,467.07974388824215,19220.278230500582,1
459,West Virginia, USA,#Republican,Tue Jun 16 23:25:51 +0000 2020,38.60089108910891,-80.84658366336635,#911eb4,363.8737623762376,3405.658415841584,1
460,Missouri, USA,#Republican,Tue Jun 16 23:16:54 +0000 2020,38.46613426911907,-92.43911626331074,#911eb4,405.15663117134557,7224.933204259439,1
462,Evanston, Wyoming,#Republican,Tue Jun 16 23:09:46 +0000 2020,41.2602,-110.9646,#911eb4,445.0,11538.0,1
463,Brooklyn, NY,#Republican,Tue Jun 16 23:09:28 +0000 2020,40.6501,-73.9496,#911eb4,14606.0,2629150.0,1
464,Mansfield, Ohio,#Republican,Tue Jun 16 23:02:34 +0000 2020,40.7656,-82.5275,#911eb4,577.0,72635.0,1
465,California, USA,#Republican,Tue Jun 16 23:01:32 +0000 2020,36.924938936877076,-120.18747089700997,#911eb4,956.9958139534883,39607.22724252492,3
467,Central, LA,#Republican,Tue Jun 16 22:56:11 +0000 2020,30.5593,-91.0369,#911eb4,179.0,28984.0,1
468,Milwaukee, WI,#Republican,Tue Jun 16 22:54:47 +0000 2020,43.0642,-87.9673,#911eb4,2389.0,1377808.0,1
469,New Jersey, USA,#Republican,Tue Jun 16 22:53:55 +0000 2020,40.32016673040153,-74.52402217973231,#911eb4,1469.2390057361376,10892.99808795411,3
471,Newport, Oregon,#Republican,Tue Jun 16 22:50:11 +0000 2020,44.6231,-124.0524,#911eb4,457.0,11862.0,1
472,New Jersey, USA,#Republican,Tue Jun 16 22:46:13 +0000 2020,40.32016673040153,-74.52402217973231,#911eb4,1469.2390057361376,10892.99808795411,3
473,Little Elm, TX,#Republican,Tue Jun 16 22:45:50 +0000 2020,33.1856,-96.929,#911eb4,1006.0,46548.0,1
475,Texas, USA,#Democrat,Tue Jun 16 23:59:19 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,5
477,Louisiana, USA ,#Democrat,Tue Jun 16 23:57:03 +0000 2020,30.981620886075948,-91.83754514767932,#42d4f4,337.1308016877637,10326.888185654008,1
478,Pennsylvania, USA,#Democrat,Tue Jun 16 23:55:15 +0000 2020,40.62121128472223,-77.63372887731481,#42d4f4,782.3564814814815,9051.620949074075,2
480,Houston, TX,#Democrat,Tue Jun 16 23:54:15 +0000 2020,29.7869,-95.3905,#42d4f4,1401.0,5446468.0,1
481,Gulf Shores, AL,#Democrat,Tue Jun 16 23:53:54 +0000 2020,30.2758,-87.7014,#42d4f4,162.0,11809.0,1
483,New Jersey, USA,#Democrat,Tue Jun 16 23:53:33 +0000 2020,40.32016673040153,-74.52402217973231,#42d4f4,1469.2390057361376,10892.99808795411,1
484,Pennsylvania, USA,#Democrat,Tue Jun 16 23:50:41 +0000 2020,40.62121128472223,-77.63372887731481,#42d4f4,782.3564814814815,9051.620949074075,2
485,Mississippi, USA,#Democrat,Tue Jun 16 23:49:48 +0000 2020,32.897958448753464,-89.6104265927978,#42d4f4,238.14681440443212,5752.02216066482,1
486,Tennessee, USA,#Democrat,Tue Jun 16 23:47:28 +0000 2020,35.82854061032864,-86.25442746478873,#42d4f4,230.86150234741785,14237.330985915492,1
488,New York, USA,#Democrat,Tue Jun 16 23:46:59 +0000 2020,42.11192215013902,-75.02628554216868,#42d4f4,970.2613531047266,35076.80815569972,2
489,Los Angeles, CA,#Democrat,Tue Jun 16 23:44:26 +0000 2020,34.1139,-118.4068,#42d4f4,3295.0,12815475.0,1
490,California, USA,#Democrat,Tue Jun 16 23:44:00 +0000 2020,36.924938936877076,-120.18747089700997,#42d4f4,956.9958139534883,39607.22724252492,3
491,Texas, USA,#Democrat,Tue Jun 16 23:43:33 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,5
493,Austin, TX,#Democrat,Tue Jun 16 23:39:53 +0000 2020,30.3006,-97.7517,#42d4f4,1144.0,1638716.0,1
495,Texas, USA,#Democrat,Tue Jun 16 23:38:54 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,5
496,New York, NY,#Democrat,Tue Jun 16 23:38:44 +0000 2020,40.6943,-73.9249,#42d4f4,11083.0,19354922.0,2
497,California, USA,#Democrat,Tue Jun 16 23:38:17 +0000 2020,36.924938936877076,-120.18747089700997,#42d4f4,956.9958139534883,39607.22724252492,3
498,California, USA,#Democrat,Tue Jun 16 23:38:15 +0000 2020,36.924938936877076,-120.18747089700997,#42d4f4,956.9958139534883,39607.22724252492,3
499,Dallas, Texas,#Democrat,Tue Jun 16 23:37:45 +0000 2020,32.7936,-96.7662,#42d4f4,1524.0,5733259.0,1
500,Texas, USA,#Democrat,Tue Jun 16 23:37:43 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,5
501,Texas, USA,#Democrat,Tue Jun 16 23:37:20 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,5
503,Bloomington, MN,#Democrat,Tue Jun 16 23:36:55 +0000 2020,44.8306,-93.3151,#42d4f4,955.0,85866.0,1
504,Pasadena, CA,#TulsaTrumpRally,Tue Jun 16 14:37:13 +0000 2020,34.1597,-118.139,#f032e6,2398.0,142647.0,1
505,New York, USA,#TulsaTrumpRally,Tue Jun 16 15:40:32 +0000 2020,42.11192215013902,-75.02628554216868,#f032e6,970.2613531047266,35076.80815569972,2
506,Tulsa, OK,#TulsaTrumpRally,Tue Jun 16 23:59:51 +0000 2020,36.1284,-95.9043,#f032e6,785.0,672054.0,3
507,Utah, USA,#TulsaTrumpRally,Tue Jun 16 23:47:55 +0000 2020,39.8694475308642,-111.74183148148148,#f032e6,364.6358024691358,14984.160493827161,1
508,Florida, USA,#TulsaTrumpRally,Tue Jun 16 23:44:02 +0000 2020,28.1400878021978,-82.12263065934067,#f032e6,927.0826373626373,33241.92747252747,1
509,Austin, Texas,#TulsaTrumpRally,Tue Jun 16 23:42:23 +0000 2020,30.3006,-97.7517,#f032e6,1144.0,1638716.0,1
511,Portland, OR,#TulsaTrumpRally,Tue Jun 16 23:32:59 +0000 2020,45.5371,-122.65,#f032e6,1874.0,2052796.0,1
512,North Carolina, USA,#TulsaTrumpRally,Tue Jun 16 23:29:05 +0000 2020,35.439809510869566,-79.32081358695652,#f032e6,296.32065217391306,12504.385869565218,1
513,Oklahoma, USA,#TulsaTrumpRally,Tue Jun 16 23:13:36 +0000 2020,35.55583016304348,-96.7480898097826,#f032e6,230.94565217391303,4969.266304347826,3
514,Columbus, OH,#TulsaTrumpRally,Tue Jun 16 23:11:23 +0000 2020,39.986,-82.9851,#f032e6,1551.0,1528314.0,1
516,Tulsa, OK,#TulsaTrumpRally,Tue Jun 16 22:43:21 +0000 2020,36.1284,-95.9043,#f032e6,785.0,672054.0,3
517,Oklahoma City, OK,#TulsaTrumpRally,Tue Jun 16 22:35:00 +0000 2020,35.4676,-97.5137,#f032e6,409.0,955998.0,2
518,Vermont, USA,#TulsaTrumpRally,Tue Jun 16 22:34:29 +0000 2020,44.0594375,-72.5866328125,#f032e6,372.8125,4044.734375,1
519,Dallas, TX,#TulsaTrumpRally,Tue Jun 16 22:33:46 +0000 2020,32.7936,-96.7662,#f032e6,1524.0,5733259.0,1
521,California, USA,#TulsaTrumpRally,Tue Jun 16 22:31:20 +0000 2020,36.924938936877076,-120.18747089700997,#f032e6,956.9958139534883,39607.22724252492,2
523,Oklahoma City, OK,#TulsaTrumpRally,Tue Jun 16 22:29:24 +0000 2020,35.4676,-97.5137,#f032e6,409.0,955998.0,2
524,Chicago, IL,#TulsaTrumpRally,Tue Jun 16 22:24:40 +0000 2020,41.8373,-87.6862,#f032e6,4612.0,8675982.0,1
525,Texas, USA,#TulsaTrumpRally,Tue Jun 16 22:24:35 +0000 2020,30.65436949941793,-97.80444208381839,#f032e6,467.07974388824215,19220.278230500582,3
526,Texas, USA,#TulsaTrumpRally,Tue Jun 16 22:19:50 +0000 2020,30.65436949941793,-97.80444208381839,#f032e6,467.07974388824215,19220.278230500582,3
527,Tulsa, OK,#TulsaTrumpRally,Tue Jun 16 22:19:07 +0000 2020,36.1284,-95.9043,#f032e6,785.0,672054.0,3
529,Pennsylvania, USA,#TulsaTrumpRally,Tue Jun 16 22:15:22 +0000 2020,40.62121128472223,-77.63372887731481,#f032e6,782.3564814814815,9051.620949074075,1
530,Frisco, TX,#TulsaTrumpRally,Tue Jun 16 22:01:18 +0000 2020,33.1554,-96.8217,#f032e6,1007.0,177286.0,1
532,Oklahoma, USA,#TulsaTrumpRally,Tue Jun 16 21:56:49 +0000 2020,35.55583016304348,-96.7480898097826,#f032e6,230.94565217391303,4969.266304347826,3
534,Checotah, OK,#TulsaTrumpRally,Tue Jun 16 21:47:25 +0000 2020,35.4821,-95.5224,#f032e6,136.0,2439.0,1
535,Brooklyn, NY,#TulsaTrumpRally,Tue Jun 16 21:45:43 +0000 2020,40.6501,-73.9496,#f032e6,14606.0,2629150.0,1
536,Oklahoma, USA,#TulsaTrumpRally,Tue Jun 16 21:43:57 +0000 2020,35.55583016304348,-96.7480898097826,#f032e6,230.94565217391303,4969.266304347826,3
537,California, USA,#TulsaTrumpRally,Tue Jun 16 21:33:39 +0000 2020,36.924938936877076,-120.18747089700997,#f032e6,956.9958139534883,39607.22724252492,2
538,New York, USA,#TulsaTrumpRally,Tue Jun 16 21:32:43 +0000 2020,42.11192215013902,-75.02628554216868,#f032e6,970.2613531047266,35076.80815569972,2
540,Texas, USA,#TulsaTrumpRally,Tue Jun 16 21:28:21 +0000 2020,30.65436949941793,-97.80444208381839,#f032e6,467.07974388824215,19220.278230500582,3
541,San Francisco, CA,#policereforms,Tue Jun 16 20:32:00 +0000 2020,37.7562,-122.443,#bfef45,7286.0,3603761.0,4
542,Austin, Texas,#policereforms,Tue Jun 16 18:58:03 +0000 2020,30.3006,-97.7517,#bfef45,1144.0,1638716.0,1
543,San Francisco, CA,#policereforms,Tue Jun 16 18:38:59 +0000 2020,37.7562,-122.443,#bfef45,7286.0,3603761.0,4
544,San Francisco, CA,#policereforms,Tue Jun 16 18:30:26 +0000 2020,37.7562,-122.443,#bfef45,7286.0,3603761.0,4
545,San Francisco, CA,#policereforms,Tue Jun 16 18:27:52 +0000 2020,37.7562,-122.443,#bfef45,7286.0,3603761.0,4
546,Atlanta, Georgia,#policereforms,Tue Jun 16 17:40:05 +0000 2020,33.7627,-84.4225,#bfef45,1384.0,5228750.0,1
547,Dallas, TX,#policereforms,Tue Jun 16 17:36:59 +0000 2020,32.7936,-96.7662,#bfef45,1524.0,5733259.0,2
548,Dallas, TX,#policereforms,Tue Jun 16 17:36:48 +0000 2020,32.7936,-96.7662,#bfef45,1524.0,5733259.0,2
549,Washington, DC,#policereforms,Tue Jun 16 17:36:12 +0000 2020,38.9047,-77.0163,#bfef45,4382.0,5289420.0,2
550,Washington, DC.,#policereforms,Tue Jun 16 17:25:24 +0000 2020,47.344806451612904,-121.38152080645162,#bfef45,521.5129032258064,16346.754838709678,2
552,Maine, United States,#policereforms,Tue Jun 16 15:42:52 +0000 2020,44.11133170731708,-69.8144756097561,#bfef45,252.90243902439025,15044.658536585366,1
553,Aurora, CO,#policereforms,Tue Jun 16 15:36:08 +0000 2020,39.7084,-104.7274,#bfef45,921.0,366623.0,1
554,Las Vegas, NV,#policereforms,Tue Jun 16 14:45:06 +0000 2020,36.2333,-115.2654,#bfef45,1747.0,2073045.0,1
556,Canton, New York,#policereforms,Tue Jun 16 11:31:30 +0000 2020,44.6,-75.1703,#bfef45,700.0,6666.0,1
558,Lancaster, Pennsylvania,#policereforms,Tue Jun 16 10:00:00 +0000 2020,40.042,-76.3012,#bfef45,3189.0,404525.0,1
559,Cleveland, Ohio,#policereforms,Tue Jun 16 09:37:59 +0000 2020,41.4767,-81.6805,#bfef45,1915.0,1730363.0,1
562,Phoenix, AZ,#policereforms,Tue Jun 16 06:21:57 +0000 2020,33.5722,-112.0891,#bfef45,1212.0,4081849.0,1
563,Oregon, USA,#policereforms,Tue Jun 16 05:45:33 +0000 2020,44.56224297082228,-122.01842334217507,#bfef45,621.6392572944297,13825.602122015915,1
564,Texas, USA,#policereforms,Tue Jun 16 00:31:34 +0000 2020,30.65436949941793,-97.80444208381839,#bfef45,467.07974388824215,19220.278230500582,1
565,Chicago,IL,#blackconservative,Tue Jun 16 23:22:37 +0000 2020,41.8373,-87.6862,#fabed4,4612.0,8675982.0,1
566,Houston, TX,#blackconservative,Tue Jun 16 23:01:45 +0000 2020,29.7869,-95.3905,#fabed4,1401.0,5446468.0,1
568,Atlanta,Georgia,#blackconservative,Tue Jun 16 20:51:10 +0000 2020,33.7627,-84.4225,#fabed4,1384.0,5228750.0,1
